Origin,Dest,Carrier,total_passengers,row_count,avg_fare_weighted,avg_distance_weighted,route_total_passengers_all,route_total_passengers_valid,carriers_on_route_all,carriers_on_route_valid,route_share,route_HHI,route_avg_fare_all,route_min_fare_all
ATL,SFO,AA,59384,11,157.97,401.36,221917,221917,3,3,0.2676,3640.0,176.85,141.55
ATL,SFO,B6,56862,48,141.55,401.36,221917,221917,3,3,0.2562,3640.0,176.85,141.55
ATL,SFO,DL,105671,284,206.45,401.36,221917,221917,3,3,0.4762,3640.0,176.85,141.55
BOS,ATL,F9,62759,39,218.01,2357.98,249335,249335,3,3,0.2517,3517.0,226.94,218.01
BOS,ATL,NK,77196,133,224.09,2357.98,249335,249335,3,3,0.3096,3517.0,226.94,218.01
BOS,ATL,WN,109380,447,234.07,2357.98,249335,249335,3,3,0.4387,3517.0,226.94,218.01
BOS,CLT,AS,107305,430,265.33,2188.73,222248,222248,2,2,0.4828,5006.0,268.55,265.33
BOS,CLT,F9,114943,218,271.55,2188.73,222248,222248,2,2,0.5172,5006.0,268.55,265.33
BOS,DEN,WN,16265,205,266.4,1458.12,16265,16265,1,1,1.0,10000.0,266.4,266.4
BOS,DFW,AA,80527,29,284.18,2261.14,413585,413585,5,5,0.1947,2147.0,286.62,281.71
BOS,DFW,DL,109306,264,282.77,2261.14,413585,413585,5,5,0.2643,2147.0,286.62,281.71
BOS,DFW,F9,52273,280,306.63,2261.14,413585,413585,5,5,0.1264,2147.0,286.62,281.71
BOS,DFW,NK,65095,341,288.04,2261.14,413585,413585,5,5,0.1574,2147.0,286.62,281.71
BOS,DFW,UA,106384,341,281.71,2261.14,413585,413585,5,5,0.2572,2147.0,286.62,281.71
BOS,DTW,AA,108702,150,145.07,329.04,241325,241325,4,4,0.4504,3324.0,141.9,129.17
BOS,DTW,B6,13896,91,129.17,329.04,241325,241325,4,4,0.0576,3324.0,141.9,129.17
BOS,DTW,DL,47105,134,141.8,329.04,241325,241325,4,4,0.1952,3324.0,141.9,129.17
BOS,DTW,WN,71622,10,139.63,329.04,241325,241325,4,4,0.2968,3324.0,141.9,129.17
BOS,EWR,AA,117647,293,171.49,742.57,302097,302097,4,4,0.3894,2789.0,152.73,129.88
BOS,EWR,B6,49964,408,139.13,742.57,302097,302097,4,4,0.1654,2789.0,152.73,129.88
BOS,EWR,DL,60824,449,155.29,742.57,302097,302097,4,4,0.2013,2789.0,152.73,129.88
BOS,EWR,WN,73662,380,129.88,742.57,302097,302097,4,4,0.2438,2789.0,152.73,129.88
BOS,IAH,AS,95685,306,294.13,1799.75,396764,396764,5,5,0.2412,2466.0,286.26,263.18
BOS,IAH,B6,88354,254,316.39,1799.75,396764,396764,5,5,0.2227,2466.0,286.26,263.18
BOS,IAH,DL,6153,127,273.7,1799.75,396764,396764,5,5,0.0155,2466.0,286.26,263.18
BOS,IAH,F9,118964,247,263.18,1799.75,396764,396764,5,5,0.2998,2466.0,286.26,263.18
BOS,IAH,UA,87608,146,279.52,1799.75,396764,396764,5,5,0.2208,2466.0,286.26,263.18
BOS,JFK,AA,35387,435,142.36,671.1,158195,158195,5,5,0.2237,2828.0,162.51,139.48
BOS,JFK,AS,24488,362,139.48,671.1,158195,158195,5,5,0.1548,2828.0,162.51,139.48
BOS,JFK,B6,6936,302,160.59,671.1,158195,158195,5,5,0.0438,2828.0,162.51,139.48
BOS,JFK,NK,68052,314,174.82,671.1,158195,158195,5,5,0.4302,2828.0,162.51,139.48
BOS,JFK,WN,23332,233,181.94,671.1,158195,158195,5,5,0.1475,2828.0,162.51,139.48
BOS,LAS,B6,115866,277,153.95,701.79,308471,308471,4,4,0.3756,2748.0,149.04,126.32
BOS,LAS,DL,49494,15,126.32,701.79,308471,308471,4,4,0.1604,2748.0,149.04,126.32
BOS,LAS,F9,75353,269,160.12,701.79,308471,308471,4,4,0.2443,2748.0,149.04,126.32
BOS,LAS,UA,67758,129,144.9,701.79,308471,308471,4,4,0.2197,2748.0,149.04,126.32
BOS,LAX,F9,59080,351,203.96,550.42,151128,151128,3,3,0.3909,4559.0,205.2,203.96
BOS,LAX,NK,82660,396,204.04,550.42,151128,151128,3,3,0.547,4559.0,205.2,203.96
BOS,LAX,WN,9388,35,223.22,550.42,151128,151128,3,3,0.0621,4559.0,205.2,203.96
BOS,LGA,WN,117948,381,367.5,2796.78,117948,117948,1,1,1.0,10000.0,367.5,367.5
BOS,MCO,B6,76649,191,291.92,2561.8,76649,76649,1,1,1.0,10000.0,291.92,291.92
BOS,MIA,AA,54336,91,228.77,2410.63,259137,259137,4,4,0.2097,2777.0,291.08,228.77
BOS,MIA,B6,87106,24,313.15,2410.63,259137,259137,4,4,0.3361,2777.0,291.08,228.77
BOS,MIA,NK,34512,486,234.32,2410.63,259137,259137,4,4,0.1332,2777.0,291.08,228.77
BOS,MIA,WN,83183,331,332.21,2410.63,259137,259137,4,4,0.321,2777.0,291.08,228.77
BOS,MSP,AA,80690,146,364.7,2511.92,286724,286724,4,4,0.2814,2753.0,380.26,355.18
BOS,MSP,AS,33091,489,417.01,2511.92,286724,286724,4,4,0.1154,2753.0,380.26,355.18
BOS,MSP,F9,80430,289,355.18,2511.92,286724,286724,4,4,0.2805,2753.0,380.26,355.18
BOS,MSP,UA,92513,437,402.5,2511.92,286724,286724,4,4,0.3227,2753.0,380.26,355.18
BOS,ORD,AA,74283,449,317.26,2172.56,271799,271799,4,4,0.2733,2776.0,283.24,224.48
BOS,ORD,AS,93234,148,300.27,2172.56,271799,271799,4,4,0.343,2776.0,283.24,224.48
BOS,ORD,DL,31426,492,288.54,2172.56,271799,271799,4,4,0.1156,2776.0,283.24,224.48
BOS,ORD,UA,72856,376,224.48,2172.56,271799,271799,4,4,0.2681,2776.0,283.24,224.48
BOS,PHL,B6,69602,304,301.05,1835.2,270588,270588,5,5,0.2572,2912.0,273.48,244.85
BOS,PHL,DL,109685,163,244.85,1835.2,270588,270588,5,5,0.4054,2912.0,273.48,244.85
BOS,PHL,F9,9432,329,298.07,1835.2,270588,270588,5,5,0.0349,2912.0,273.48,244.85
BOS,PHL,UA,63352,395,257.8,1835.2,270588,270588,5,5,0.2341,2912.0,273.48,244.85
BOS,PHL,WN,18517,212,380.51,1835.2,270588,270588,5,5,0.0684,2912.0,273.48,244.85
BOS,PHX,AA,24070,204,244.27,1346.97,327694,327694,5,5,0.0735,2275.0,174.42,168.44
BOS,PHX,AS,88053,90,168.44,1346.97,327694,327694,5,5,0.2687,2275.0,174.42,168.44
BOS,PHX,F9,53352,341,169.19,1346.97,327694,327694,5,5,0.1628,2275.0,174.42,168.44
BOS,PHX,NK,74349,314,168.55,1346.97,327694,327694,5,5,0.2269,2275.0,174.42,168.44
BOS,PHX,UA,87870,441,169.41,1346.97,327694,327694,5,5,0.2681,2275.0,174.42,168.44
BOS,SEA,B6,87202,427,379.96,2552.08,385522,385522,5,5,0.2262,2388.0,417.63,379.96
BOS,SEA,DL,11444,21,464.27,2552.08,385522,385522,5,5,0.0297,2388.0,417.63,379.96
BOS,SEA,F9,96307,267,439.09,2552.08,385522,385522,5,5,0.2498,2388.0,417.63,379.96
BOS,SEA,UA,82545,158,394.28,2552.08,385522,385522,5,5,0.2141,2388.0,417.63,379.96
BOS,SEA,WN,108024,289,441.81,2552.08,385522,385522,5,5,0.2802,2388.0,417.63,379.96
BOS,SFO,B6,116292,499,268.68,2317.53,311653,311653,3,3,0.3731,3380.0,280.0,230.15
BOS,SFO,DL,108312,94,332.22,2317.53,311653,311653,3,3,0.3475,3380.0,280.0,230.15
BOS,SFO,WN,87049,119,230.15,2317.53,311653,311653,3,3,0.2793,3380.0,280.0,230.15
CLT,ATL,AA,93903,269,135.37,749.7,254817,254817,4,4,0.3685,3416.0,156.58,135.37
CLT,ATL,B6,52168,154,172.12,749.7,254817,254817,4,4,0.2047,3416.0,156.58,135.37
CLT,ATL,F9,102990,207,167.0,749.7,254817,254817,4,4,0.4042,3416.0,156.58,135.37
CLT,ATL,UA,5756,309,175.36,749.7,254817,254817,4,4,0.0226,3416.0,156.58,135.37
CLT,BOS,AA,113245,359,95.39,352.02,209518,209518,3,3,0.5405,3979.0,96.67,80.76
CLT,BOS,UA,49982,360,114.32,352.02,209518,209518,3,3,0.2386,3979.0,96.67,80.76
CLT,BOS,WN,46291,402,80.76,352.02,209518,209518,3,3,0.2209,3979.0,96.67,80.76
CLT,DEN,AA,30061,190,335.09,2033.96,149396,149396,4,4,0.2012,3718.0,306.16,282.28
CLT,DEN,NK,14074,327,333.49,2033.96,149396,149396,4,4,0.0942,3718.0,306.16,282.28
CLT,DEN,UA,23857,386,335.08,2033.96,149396,149396,4,4,0.1597,3718.0,306.16,282.28
CLT,DEN,WN,81404,191,282.28,2033.96,149396,149396,4,4,0.5449,3718.0,306.16,282.28
CLT,DFW,AS,97853,352,303.39,1682.0,215119,215119,2,2,0.4549,5041.0,330.41,303.39
CLT,DFW,F9,117266,47,352.96,1682.0,215119,215119,2,2,0.5451,5041.0,330.41,303.39
CLT,DTW,AA,93722,88,128.65,741.95,453996,453996,5,5,0.2064,2128.0,135.99,115.63
CLT,DTW,AS,49273,271,153.22,741.95,453996,453996,5,5,0.1085,2128.0,135.99,115.63
CLT,DTW,B6,114497,223,132.75,741.95,453996,453996,5,5,0.2522,2128.0,135.99,115.63
CLT,DTW,DL,87367,67,163.81,741.95,453996,453996,5,5,0.1924,2128.0,135.99,115.63
CLT,DTW,WN,109137,49,115.63,741.95,453996,453996,5,5,0.2404,2128.0,135.99,115.63
CLT,EWR,AA,85212,183,217.8,1242.46,132913,132913,3,3,0.6411,4882.0,212.14,172.27
CLT,EWR,UA,34475,23,213.45,1242.46,132913,132913,3,3,0.2594,4882.0,212.14,172.27
CLT,EWR,WN,13226,380,172.27,1242.46,132913,132913,3,3,0.0995,4882.0,212.14,172.27
CLT,IAH,AA,15838,483,226.62,2323.8,237075,237075,4,4,0.0668,3753.0,299.8,226.62
CLT,IAH,AS,86236,381,266.97,2323.8,237075,237075,4,4,0.3637,3753.0,299.8,226.62
CLT,IAH,B6,21165,156,237.41,2323.8,237075,237075,4,4,0.0893,3753.0,299.8,226.62
CLT,IAH,DL,113836,403,346.45,2323.8,237075,237075,4,4,0.4802,3753.0,299.8,226.62
CLT,JFK,F9,119161,208,121.09,555.06,119161,119161,1,1,1.0,10000.0,121.09,121.09
CLT,LAS,AS,21466,316,256.05,1420.49,170462,170462,3,3,0.1259,4202.0,243.23,224.59
CLT,LAS,NK,56485,117,224.59,1420.49,170462,170462,3,3,0.3314,4202.0,243.23,224.59
CLT,LAS,WN,92511,213,251.64,1420.49,170462,170462,3,3,0.5427,4202.0,243.23,224.59
CLT,LAX,F9,104627,76,133.91,922.76,180284,180284,2,2,0.5803,5129.0,152.26,133.91
CLT,LAX,WN,75657,49,177.63,922.76,180284,180284,2,2,0.4197,5129.0,152.26,133.91
CLT,LGA,AS,114560,169,160.2,911.38,401707,401707,5,5,0.2852,2220.0,174.28,160.2
CLT,LGA,B6,102090,315,187.93,911.38,401707,401707,5,5,0.2541,2220.0,174.28,160.2
CLT,LGA,F9,43398,208,190.38,911.38,401707,401707,5,5,0.108,2220.0,174.28,160.2
CLT,LGA,NK,57561,121,186.23,911.38,401707,401707,5,5,0.1433,2220.0,174.28,160.2
CLT,LGA,WN,84098,494,160.39,911.38,401707,401707,5,5,0.2094,2220.0,174.28,160.2
CLT,MCO,AA,57633,352,199.8,1094.37,298985,298985,4,4,0.1928,2661.0,229.21,192.0
CLT,MCO,B6,54056,328,192.0,1094.37,298985,298985,4,4,0.1808,2661.0,229.21,192.0
CLT,MCO,DL,94898,340,261.34,1094.37,298985,298985,4,4,0.3174,2661.0,229.21,192.0
CLT,MCO,WN,92398,129,236.33,1094.37,298985,298985,4,4,0.309,2661.0,229.21,192.0
CLT,MIA,DL,39091,459,331.03,2571.93,65912,65912,3,3,0.5931,5089.0,324.87,313.68
CLT,MIA,F9,26124,158,313.68,2571.93,65912,65912,3,3,0.3963,5089.0,324.87,313.68
CLT,MIA,NK,697,428,398.96,2571.93,65912,65912,3,3,0.0106,5089.0,324.87,313.68
CLT,MSP,WN,5801,303,240.57,1936.75,5801,5801,1,1,1.0,10000.0,240.57,240.57
CLT,ORD,DL,60516,31,395.27,2748.32,60516,60516,1,1,1.0,10000.0,395.27,395.27
CLT,PHL,AA,88805,416,207.07,2208.94,290498,290498,5,5,0.3057,2635.0,223.4,207.07
CLT,PHL,B6,51390,485,229.92,2208.94,290498,290498,5,5,0.1769,2635.0,223.4,207.07
CLT,PHL,F9,43323,285,240.85,2208.94,290498,290498,5,5,0.1491,2635.0,223.4,207.07
CLT,PHL,UA,98814,438,224.22,2208.94,290498,290498,5,5,0.3402,2635.0,223.4,207.07
CLT,PHL,WN,8166,166,257.32,2208.94,290498,290498,5,5,0.0281,2635.0,223.4,207.07
CLT,PHX,DL,21473,300,253.14,762.47,104756,104756,3,3,0.205,4384.0,199.64,163.0
CLT,PHX,NK,62649,97,193.37,762.47,104756,104756,3,3,0.598,4384.0,199.64,163.0
CLT,PHX,UA,20634,51,163.0,762.47,104756,104756,3,3,0.197,4384.0,199.64,163.0
CLT,SEA,B6,67159,482,260.24,1555.51,67159,67159,1,1,1.0,10000.0,260.24,260.24
CLT,SFO,B6,49898,360,221.03,1436.01,117096,117096,3,3,0.4261,3755.0,218.97,166.13
CLT,SFO,DL,19419,100,166.13,1436.01,117096,117096,3,3,0.1658,3755.0,218.97,166.13
CLT,SFO,WN,47779,86,238.3,1436.01,117096,117096,3,3,0.408,3755.0,218.97,166.13
DEN,ATL,AA,102776,490,140.44,591.28,164419,164419,4,4,0.6251,4791.0,132.14,114.27
DEN,ATL,AS,7759,114,121.71,591.28,164419,164419,4,4,0.0472,4791.0,132.14,114.27
DEN,ATL,B6,6025,457,146.02,591.28,164419,164419,4,4,0.0366,4791.0,132.14,114.27
DEN,ATL,F9,47859,462,114.27,591.28,164419,164419,4,4,0.2911,4791.0,132.14,114.27
DEN,BOS,DL,102805,230,154.02,570.89,209090,209090,2,2,0.4917,5001.0,184.51,154.02
DEN,BOS,UA,106285,160,214.0,570.89,209090,209090,2,2,0.5083,5001.0,184.51,154.02
DEN,CLT,AS,29402,148,194.1,789.75,110040,110040,4,4,0.2672,3865.0,185.92,143.16
DEN,CLT,B6,2704,235,216.5,789.75,110040,110040,4,4,0.0246,3865.0,185.92,143.16
DEN,CLT,NK,19328,198,143.16,789.75,110040,110040,4,4,0.1756,3865.0,185.92,143.16
DEN,CLT,UA,58606,331,194.5,789.75,110040,110040,4,4,0.5326,3865.0,185.92,143.16
DEN,DFW,AS,72627,280,243.1,893.56,91017,91017,2,2,0.7979,6775.0,236.18,208.85
DEN,DFW,UA,18390,118,208.85,893.56,91017,91017,2,2,0.2021,6775.0,236.18,208.85
DEN,DTW,AA,79194,463,272.21,1969.29,130718,130718,2,2,0.6058,5224.0,254.53,227.35
DEN,DTW,F9,51524,38,227.35,1969.29,130718,130718,2,2,0.3942,5224.0,254.53,227.35
DEN,EWR,AA,88581,461,271.95,1504.82,108180,108180,2,2,0.8188,7033.0,270.65,264.77
DEN,EWR,B6,19599,423,264.77,1504.82,108180,108180,2,2,0.1812,7033.0,270.65,264.77
DEN,IAH,AA,15940,471,481.29,2700.05,342468,342468,5,5,0.0465,2495.0,415.85,303.87
DEN,IAH,AS,77899,288,440.55,2700.05,342468,342468,5,5,0.2275,2495.0,415.85,303.87
DEN,IAH,F9,111776,217,444.46,2700.05,342468,342468,5,5,0.3264,2495.0,415.85,303.87
DEN,IAH,NK,91613,232,403.86,2700.05,342468,342468,5,5,0.2675,2495.0,415.85,303.87
DEN,IAH,UA,45240,421,303.87,2700.05,342468,342468,5,5,0.1321,2495.0,415.85,303.87
DEN,JFK,AS,87928,363,241.07,2109.64,179387,179387,2,2,0.4902,5002.0,219.09,197.95
DEN,JFK,B6,91459,430,197.95,2109.64,179387,179387,2,2,0.5098,5002.0,219.09,197.95
DEN,LAS,AA,52665,244,383.44,2775.06,256485,256485,4,4,0.2053,3445.0,340.55,310.81
DEN,LAS,B6,4500,99,383.73,2775.06,256485,256485,4,4,0.0175,3445.0,340.55,310.81
DEN,LAS,F9,98709,297,310.81,2775.06,256485,256485,4,4,0.3849,3445.0,340.55,310.81
DEN,LAS,WN,100611,466,345.35,2775.06,256485,256485,4,4,0.3923,3445.0,340.55,310.81
DEN,LAX,AA,118136,36,230.58,2012.27,371985,371985,5,5,0.3176,2626.0,233.6,215.41
DEN,LAX,DL,98169,497,215.41,2012.27,371985,371985,5,5,0.2639,2626.0,233.6,215.41
DEN,LAX,F9,24539,65,241.95,2012.27,371985,371985,5,5,0.066,2626.0,233.6,215.41
DEN,LAX,NK,23504,140,281.32,2012.27,371985,371985,5,5,0.0632,2626.0,233.6,215.41
DEN,LAX,WN,107637,291,241.19,2012.27,371985,371985,5,5,0.2894,2626.0,233.6,215.41
DEN,LGA,AA,85472,160,156.41,1237.98,265724,265724,3,3,0.3217,3350.0,166.2,156.41
DEN,LGA,F9,83057,449,183.65,1237.98,265724,265724,3,3,0.3126,3350.0,166.2,156.41
DEN,LGA,NK,97195,242,159.91,1237.98,265724,265724,3,3,0.3658,3350.0,166.2,156.41
DEN,MCO,AS,53836,482,231.27,965.1,104462,104462,2,2,0.5154,5005.0,228.38,225.31
DEN,MCO,NK,50626,186,225.31,965.1,104462,104462,2,2,0.4846,5005.0,228.38,225.31
DEN,MIA,AA,82259,225,283.57,1757.25,371977,371977,5,5,0.2211,2234.0,261.23,245.12
DEN,MIA,AS,100983,423,248.09,1757.25,371977,371977,5,5,0.2715,2234.0,261.23,245.12
DEN,MIA,F9,39351,338,271.04,1757.25,371977,371977,5,5,0.1058,2234.0,261.23,245.12
DEN,MIA,UA,99619,303,245.12,1757.25,371977,371977,5,5,0.2678,2234.0,261.23,245.12
DEN,MIA,WN,49765,346,275.43,1757.25,371977,371977,5,5,0.1338,2234.0,261.23,245.12
DEN,MSP,AA,118332,25,276.18,2408.27,470106,470106,5,5,0.2517,2142.0,361.46,276.18
DEN,MSP,AS,52754,133,360.51,2408.27,470106,470106,5,5,0.1122,2142.0,361.46,276.18
DEN,MSP,B6,77519,169,403.41,2408.27,470106,470106,5,5,0.1649,2142.0,361.46,276.18
DEN,MSP,F9,109621,254,430.84,2408.27,470106,470106,5,5,0.2332,2142.0,361.46,276.18
DEN,MSP,UA,111880,330,355.05,2408.27,470106,470106,5,5,0.238,2142.0,361.46,276.18
DEN,ORD,B6,117987,416,328.91,1852.95,302927,302927,4,4,0.3895,3356.0,326.71,261.94
DEN,ORD,DL,69681,409,394.65,1852.95,302927,302927,4,4,0.23,3356.0,326.71,261.94
DEN,ORD,F9,109472,393,284.52,1852.95,302927,302927,4,4,0.3614,3356.0,326.71,261.94
DEN,ORD,WN,5787,165,261.94,1852.95,302927,302927,4,4,0.0191,3356.0,326.71,261.94
DEN,PHL,NK,88097,323,176.76,1559.75,88097,88097,1,1,1.0,10000.0,176.76,176.76
DEN,PHX,UA,68684,469,245.13,1975.37,116606,116606,2,2,0.589,5158.0,274.78,245.13
DEN,PHX,WN,47922,470,317.28,1975.37,116606,116606,2,2,0.411,5158.0,274.78,245.13
DEN,SEA,AA,33032,299,201.24,1638.16,245567,245567,5,5,0.1345,2470.0,261.55,201.24
DEN,SEA,B6,13993,405,218.23,1638.16,245567,245567,5,5,0.057,2470.0,261.55,201.24
DEN,SEA,DL,81605,448,275.58,1638.16,245567,245567,5,5,0.3323,2470.0,261.55,201.24
DEN,SEA,F9,50844,301,257.67,1638.16,245567,245567,5,5,0.207,2470.0,261.55,201.24
DEN,SEA,UA,66093,301,286.53,1638.16,245567,245567,5,5,0.2691,2470.0,261.55,201.24
DEN,SFO,AS,8998,156,423.87,2782.98,8998,8998,1,1,1.0,10000.0,423.87,423.87
DFW,ATL,AA,49694,292,387.32,2353.95,151268,151268,3,3,0.3285,4975.0,313.27,272.56
DFW,ATL,NK,7451,133,333.64,2353.95,151268,151268,3,3,0.0493,4975.0,313.27,272.56
DFW,ATL,UA,94123,250,272.56,2353.95,151268,151268,3,3,0.6222,4975.0,313.27,272.56
DFW,BOS,AA,8039,159,190.93,393.85,114764,114764,4,4,0.07,3088.0,150.32,132.12
DFW,BOS,AS,31802,120,132.88,393.85,114764,114764,4,4,0.2771,3088.0,150.32,132.12
DFW,BOS,NK,27885,431,189.21,393.85,114764,114764,4,4,0.243,3088.0,150.32,132.12
DFW,BOS,UA,47038,279,132.12,393.85,114764,114764,4,4,0.4099,3088.0,150.32,132.12
DFW,CLT,B6,102476,131,282.11,1318.12,276747,276747,3,3,0.3703,3481.0,266.29,231.96
DFW,CLT,NK,65036,229,299.04,1318.12,276747,276747,3,3,0.235,3481.0,266.29,231.96
DFW,CLT,UA,109235,20,231.96,1318.12,276747,276747,3,3,0.3947,3481.0,266.29,231.96
DFW,DEN,AS,22896,340,163.84,463.83,104539,104539,2,2,0.219,6579.0,173.26,163.84
DFW,DEN,UA,81643,381,175.9,463.83,104539,104539,2,2,0.781,6579.0,173.26,163.84
DFW,DTW,NK,116614,169,203.36,1824.36,196241,196241,2,2,0.5942,5177.0,204.01,203.36
DFW,DTW,UA,79627,73,204.95,1824.36,196241,196241,2,2,0.4058,5177.0,204.01,203.36
DFW,EWR,AA,4353,181,384.02,2350.87,126393,126393,4,4,0.0344,6785.0,364.62,324.0
DFW,EWR,AS,2219,203,324.0,2350.87,126393,126393,4,4,0.0176,6785.0,364.62,324.0
DFW,EWR,DL,17265,278,428.2,2350.87,126393,126393,4,4,0.1366,6785.0,364.62,324.0
DFW,EWR,F9,102556,291,353.97,2350.87,126393,126393,4,4,0.8114,6785.0,364.62,324.0
DFW,IAH,DL,112542,49,135.09,636.77,142627,142627,2,2,0.7891,6672.0,135.17,135.09
DFW,IAH,F9,30085,218,135.46,636.77,142627,142627,2,2,0.2109,6672.0,135.17,135.09
DFW,JFK,DL,56977,168,145.84,351.77,251796,251796,3,3,0.2263,3507.0,177.39,145.84
DFW,JFK,NK,99653,198,186.3,351.77,251796,251796,3,3,0.3958,3507.0,177.39,145.84
