Origin,Dest,Carrier,total_passengers,row_count,avg_fare_weighted,avg_distance_weighted,route_total_passengers_all,route_total_passengers_valid,carriers_on_route_all,carriers_on_route_valid,route_share,route_HHI,route_avg_fare_all,route_min_fare_all
ATL,SEA,AS,37860,411,173.93,1257.14,150571,150571,2,2,0.2514,6236.0,218.84,173.93
ATL,SEA,B6,112711,12,233.92,1257.14,150571,150571,2,2,0.7486,6236.0,218.84,173.93
ATL,SFO,NK,107113,110,258.88,2005.33,107113,107113,1,1,1.0,10000.0,258.88,258.88
BOS,ATL,B6,119628,246,258.3,1903.45,229950,229950,2,2,0.5202,5008.0,270.41,258.3
BOS,ATL,F9,110322,481,283.55,1903.45,229950,229950,2,2,0.4798,5008.0,270.41,258.3
BOS,CLT,AA,40765,173,324.37,2201.09,222106,222106,5,5,0.1835,3210.0,311.12,275.12
BOS,CLT,AS,14749,119,364.67,2201.09,222106,222106,5,5,0.0664,3210.0,311.12,275.12
BOS,CLT,DL,108314,408,275.12,2201.09,222106,222106,5,5,0.4877,3210.0,311.12,275.12
BOS,CLT,F9,12895,236,389.74,2201.09,222106,222106,5,5,0.0581,3210.0,311.12,275.12
BOS,CLT,WN,45383,285,345.38,2201.09,222106,222106,5,5,0.2043,3210.0,311.12,275.12
BOS,DEN,DL,108664,415,145.47,664.96,108664,108664,1,1,1.0,10000.0,145.47,145.47
BOS,DFW,AS,82979,229,281.58,1298.57,82979,82979,1,1,1.0,10000.0,281.58,281.58
BOS,DTW,AA,62894,287,201.66,1495.75,332157,332157,5,5,0.1894,2159.0,241.95,201.66
BOS,DTW,AS,39816,307,243.39,1495.75,332157,332157,5,5,0.1199,2159.0,241.95,201.66
BOS,DTW,DL,94869,408,278.97,1495.75,332157,332157,5,5,0.2856,2159.0,241.95,201.66
BOS,DTW,F9,56828,67,276.13,1495.75,332157,332157,5,5,0.1711,2159.0,241.95,201.66
BOS,DTW,UA,77750,259,203.63,1495.75,332157,332157,5,5,0.2341,2159.0,241.95,201.66
BOS,EWR,DL,72848,390,256.48,2024.09,78621,78621,2,2,0.9266,8640.0,263.52,256.48
BOS,EWR,WN,5773,146,352.36,2024.09,78621,78621,2,2,0.0734,8640.0,263.52,256.48
BOS,IAH,WN,4804,60,276.32,2153.44,4804,4804,1,1,1.0,10000.0,276.32,276.32
BOS,JFK,UA,19105,417,274.6,1216.16,19105,19105,1,1,1.0,10000.0,274.6,274.6
BOS,LAS,AA,45616,310,297.67,1492.44,340882,340882,5,5,0.1338,2242.0,282.05,262.4
BOS,LAS,B6,64102,455,298.27,1492.44,340882,340882,5,5,0.188,2242.0,282.05,262.4
BOS,LAS,NK,49568,484,262.4,1492.44,340882,340882,5,5,0.1454,2242.0,282.05,262.4
BOS,LAS,UA,112253,277,278.73,1492.44,340882,340882,5,5,0.3293,2242.0,282.05,262.4
BOS,LAS,WN,69343,257,276.2,1492.44,340882,340882,5,5,0.2034,2242.0,282.05,262.4
BOS,LAX,AA,53760,250,378.47,2171.52,53760,53760,1,1,1.0,10000.0,378.47,378.47
BOS,LGA,B6,74066,330,165.94,922.56,156621,156621,3,3,0.4729,3859.0,154.27,135.04
BOS,LGA,F9,24378,173,164.72,922.56,156621,156621,3,3,0.1556,3859.0,154.27,135.04
BOS,LGA,UA,58177,397,135.04,922.56,156621,156621,3,3,0.3715,3859.0,154.27,135.04
BOS,MCO,B6,33002,418,340.87,2704.14,111819,111819,3,3,0.2951,4950.0,417.14,340.87
BOS,MCO,DL,70981,418,456.9,2704.14,111819,111819,3,3,0.6348,4950.0,417.14,340.87
BOS,MCO,UA,7836,277,378.18,2704.14,111819,111819,3,3,0.0701,4950.0,417.14,340.87
BOS,MIA,AA,94326,334,172.96,1604.45,433440,433440,5,5,0.2176,2165.0,187.04,172.96
BOS,MIA,B6,115865,195,193.87,1604.45,433440,433440,5,5,0.2673,2165.0,187.04,172.96
BOS,MIA,DL,40443,235,204.14,1604.45,433440,433440,5,5,0.0933,2165.0,187.04,172.96
BOS,MIA,F9,94059,493,186.03,1604.45,433440,433440,5,5,0.217,2165.0,187.04,172.96
BOS,MIA,NK,88747,390,186.39,1604.45,433440,433440,5,5,0.2048,2165.0,187.04,172.96
BOS,MSP,DL,30330,399,184.44,1606.39,107018,107018,2,2,0.2834,5938.0,201.17,184.44
BOS,MSP,F9,76688,60,207.78,1606.39,107018,107018,2,2,0.7166,5938.0,201.17,184.44
BOS,ORD,DL,94320,341,385.15,2508.39,267253,267253,4,4,0.3529,2718.0,385.3,375.13
BOS,ORD,NK,70514,234,375.13,2508.39,267253,267253,4,4,0.2638,2718.0,385.3,375.13
BOS,ORD,UA,38899,434,390.83,2508.39,267253,267253,4,4,0.1456,2718.0,385.3,375.13
BOS,ORD,WN,63520,40,393.44,2508.39,267253,267253,4,4,0.2377,2718.0,385.3,375.13
BOS,PHL,AA,43575,273,179.42,929.37,79561,79561,2,2,0.5477,5046.0,178.85,178.17
BOS,PHL,F9,35986,100,178.17,929.37,79561,79561,2,2,0.4523,5046.0,178.85,178.17
BOS,PHX,AA,20172,408,137.27,862.06,217638,217638,4,4,0.0927,3370.0,170.44,137.27
BOS,PHX,AS,96020,342,174.61,862.06,217638,217638,4,4,0.4412,3370.0,170.44,137.27
BOS,PHX,F9,26313,245,142.99,862.06,217638,217638,4,4,0.1209,3370.0,170.44,137.27
BOS,PHX,UA,75133,474,183.63,862.06,217638,217638,4,4,0.3452,3370.0,170.44,137.27
BOS,SEA,B6,28242,85,193.6,1030.83,112203,112203,2,2,0.2517,6233.0,170.03,162.1
BOS,SEA,UA,83961,445,162.1,1030.83,112203,112203,2,2,0.7483,6233.0,170.03,162.1
BOS,SFO,AA,39204,179,261.11,1905.09,293842,293842,4,4,0.1334,3169.0,253.27,233.87
BOS,SFO,NK,103702,142,233.87,1905.09,293842,293842,4,4,0.3529,3169.0,253.27,233.87
BOS,SFO,UA,32577,185,268.84,1905.09,293842,293842,4,4,0.1109,3169.0,253.27,233.87
BOS,SFO,WN,118359,395,263.38,1905.09,293842,293842,4,4,0.4028,3169.0,253.27,233.87
CLT,ATL,NK,71642,114,297.94,2224.77,162202,162202,2,2,0.4417,5068.0,308.22,297.94
CLT,ATL,UA,90560,374,316.36,2224.77,162202,162202,2,2,0.5583,5068.0,308.22,297.94
CLT,BOS,UA,79106,238,150.22,568.47,120040,120040,2,2,0.659,5506.0,141.56,124.81
CLT,BOS,WN,40934,450,124.81,568.47,120040,120040,2,2,0.341,5506.0,141.56,124.81
CLT,DEN,DL,35681,59,163.04,993.39,35681,35681,1,1,1.0,10000.0,163.04,163.04
CLT,DFW,AA,62938,170,357.99,2754.24,126953,126953,3,3,0.4958,4042.0,372.73,305.72
CLT,DFW,AS,47860,37,414.74,2754.24,126953,126953,3,3,0.377,4042.0,372.73,305.72
CLT,DFW,WN,16155,72,305.72,2754.24,126953,126953,3,3,0.1273,4042.0,372.73,305.72
CLT,DTW,NK,12292,91,262.42,1211.43,12292,12292,1,1,1.0,10000.0,262.42,262.42
CLT,EWR,NK,3186,380,248.8,1729.14,3186,3186,1,1,1.0,10000.0,248.8,248.8
CLT,IAH,NK,29064,217,144.76,720.95,29064,29064,1,1,1.0,10000.0,144.76,144.76
CLT,JFK,AA,56835,122,92.5,449.7,256175,256175,4,4,0.2219,2730.0,110.82,92.5
CLT,JFK,AS,81543,394,110.74,449.7,256175,256175,4,4,0.3183,2730.0,110.82,92.5
CLT,JFK,B6,35461,191,127.03,449.7,256175,256175,4,4,0.1384,2730.0,110.82,92.5
CLT,JFK,WN,82336,155,116.56,449.7,256175,256175,4,4,0.3214,2730.0,110.82,92.5
CLT,LAS,AA,116907,324,302.04,2418.21,175620,175620,2,2,0.6657,5549.0,305.0,302.04
CLT,LAS,WN,58713,388,310.88,2418.21,175620,175620,2,2,0.3343,5549.0,305.0,302.04
CLT,LAX,AA,24496,424,297.48,1896.49,258154,258154,4,4,0.0949,2975.0,264.62,236.21
CLT,LAX,AS,65636,210,236.21,1896.49,258154,258154,4,4,0.2543,2975.0,264.62,236.21
CLT,LAX,F9,63983,487,277.12,1896.49,258154,258154,4,4,0.2478,2975.0,264.62,236.21
CLT,LAX,UA,104039,182,267.12,1896.49,258154,258154,4,4,0.403,2975.0,264.62,236.21
CLT,LGA,NK,54169,276,276.91,2477.52,63421,63421,2,2,0.8541,7508.0,275.23,265.36
CLT,LGA,UA,9252,57,265.36,2477.52,63421,63421,2,2,0.1459,7508.0,275.23,265.36
CLT,MCO,AS,90479,134,397.15,2546.13,291127,291127,3,3,0.3108,3396.0,357.32,324.22
CLT,MCO,UA,85103,241,359.92,2546.13,291127,291127,3,3,0.2923,3396.0,357.32,324.22
CLT,MCO,WN,115545,22,324.22,2546.13,291127,291127,3,3,0.3969,3396.0,357.32,324.22
CLT,MIA,UA,35853,73,197.77,527.94,35853,35853,1,1,1.0,10000.0,197.77,197.77
CLT,MSP,AA,21222,447,158.79,1170.58,288538,288538,4,4,0.0736,3090.0,215.17,158.79
CLT,MSP,NK,119985,255,233.18,1170.58,288538,288538,4,4,0.4158,3090.0,215.17,158.79
CLT,MSP,UA,70090,443,216.4,1170.58,288538,288538,4,4,0.2429,3090.0,215.17,158.79
CLT,MSP,WN,77241,316,201.57,1170.58,288538,288538,4,4,0.2677,3090.0,215.17,158.79
CLT,ORD,AS,67493,111,255.84,1814.96,224849,224849,5,5,0.3002,2665.0,269.05,196.71
CLT,ORD,B6,928,425,196.71,1814.96,224849,224849,5,5,0.0041,2665.0,269.05,196.71
CLT,ORD,DL,72674,151,257.74,1814.96,224849,224849,5,5,0.3232,2665.0,269.05,196.71
CLT,ORD,F9,49856,211,284.84,1814.96,224849,224849,5,5,0.2217,2665.0,269.05,196.71
CLT,ORD,UA,33898,242,298.38,1814.96,224849,224849,5,5,0.1508,2665.0,269.05,196.71
CLT,PHL,AA,33942,160,185.41,925.98,33942,33942,1,1,1.0,10000.0,185.41,185.41
CLT,PHX,AA,103992,185,395.58,2504.52,307901,307901,4,4,0.3377,2703.0,328.29,259.03
CLT,PHX,B6,42715,269,259.03,2504.52,307901,307901,4,4,0.1387,2703.0,328.29,259.03
CLT,PHX,DL,80002,83,288.55,2504.52,307901,307901,4,4,0.2598,2703.0,328.29,259.03
CLT,PHX,UA,81192,236,317.71,2504.52,307901,307901,4,4,0.2637,2703.0,328.29,259.03
CLT,SEA,WN,60728,466,317.19,2413.46,60728,60728,1,1,1.0,10000.0,317.19,317.19
CLT,SFO,AA,50736,325,207.44,1684.28,80055,80055,2,2,0.6338,5358.0,206.12,203.84
CLT,SFO,UA,29319,432,203.84,1684.28,80055,80055,2,2,0.3662,5358.0,206.12,203.84
DEN,ATL,AA,36694,263,180.5,991.11,139350,139350,5,5,0.2633,2239.0,208.64,177.38
DEN,ATL,AS,19754,345,239.87,991.11,139350,139350,5,5,0.1418,2239.0,208.64,177.38
DEN,ATL,B6,17175,99,177.38,991.11,139350,139350,5,5,0.1233,2239.0,208.64,177.38
DEN,ATL,F9,24067,412,180.35,991.11,139350,139350,5,5,0.1727,2239.0,208.64,177.38
DEN,ATL,WN,41660,235,247.84,991.11,139350,139350,5,5,0.299,2239.0,208.64,177.38
DEN,BOS,WN,54229,190,258.29,1412.52,54229,54229,1,1,1.0,10000.0,258.29,258.29
DEN,CLT,AA,75363,237,155.46,316.66,280252,280252,5,5,0.2689,2625.0,167.56,132.42
DEN,CLT,B6,68774,242,132.42,316.66,280252,280252,5,5,0.2454,2625.0,167.56,132.42
DEN,CLT,DL,93079,71,193.25,316.66,280252,280252,5,5,0.3321,2625.0,167.56,132.42
DEN,CLT,NK,39158,376,193.16,316.66,280252,280252,5,5,0.1397,2625.0,167.56,132.42
DEN,CLT,UA,3878,154,151.09,316.66,280252,280252,5,5,0.0138,2625.0,167.56,132.42
DEN,DFW,UA,56398,83,346.56,1725.91,146160,146160,2,2,0.3859,5260.0,307.03,282.19
DEN,DFW,WN,89762,338,282.19,1725.91,146160,146160,2,2,0.6141,5260.0,307.03,282.19
DEN,DTW,DL,67114,228,298.64,1571.67,302442,302442,4,4,0.2219,2601.0,256.13,207.34
DEN,DTW,NK,101819,162,207.34,1571.67,302442,302442,4,4,0.3367,2601.0,256.13,207.34
DEN,DTW,UA,65156,298,237.18,1571.67,302442,302442,4,4,0.2154,2601.0,256.13,207.34
DEN,DTW,WN,68353,306,305.14,1571.67,302442,302442,4,4,0.226,2601.0,256.13,207.34
DEN,EWR,DL,6429,481,213.85,2042.32,281297,281297,5,5,0.0229,2782.0,293.84,213.85
DEN,EWR,F9,47025,476,325.8,2042.32,281297,281297,5,5,0.1672,2782.0,293.84,213.85
DEN,EWR,NK,38955,469,219.64,2042.32,281297,281297,5,5,0.1385,2782.0,293.84,213.85
DEN,EWR,UA,80291,379,283.22,2042.32,281297,281297,5,5,0.2854,2782.0,293.84,213.85
DEN,EWR,WN,108597,312,319.21,2042.32,281297,281297,5,5,0.3861,2782.0,293.84,213.85
DEN,IAH,UA,35021,374,108.06,338.78,97106,97106,2,2,0.3606,5389.0,107.4,107.02
DEN,IAH,WN,62085,74,107.02,338.78,97106,97106,2,2,0.6394,5389.0,107.4,107.02
DEN,JFK,AS,53995,201,307.17,1817.42,53995,53995,1,1,1.0,10000.0,307.17,307.17
DEN,LAS,AS,53927,350,245.28,1422.42,256725,256725,5,5,0.2101,2334.0,231.48,198.99
DEN,LAS,DL,75124,74,261.86,1422.42,256725,256725,5,5,0.2926,2334.0,231.48,198.99
DEN,LAS,F9,38102,70,209.41,1422.42,256725,256725,5,5,0.1484,2334.0,231.48,198.99
DEN,LAS,UA,70966,475,198.99,1422.42,256725,256725,5,5,0.2764,2334.0,231.48,198.99
DEN,LAS,WN,18606,417,237.88,1422.42,256725,256725,5,5,0.0725,2334.0,231.48,198.99
DEN,LAX,WN,90211,235,111.88,586.12,90211,90211,1,1,1.0,10000.0,111.88,111.88
DEN,LGA,AA,38311,142,162.92,596.38,220236,220236,5,5,0.174,2546.0,141.25,115.93
DEN,LGA,AS,58029,96,117.0,596.38,220236,220236,5,5,0.2635,2546.0,141.25,115.93
DEN,LGA,DL,13079,439,115.93,596.38,220236,220236,5,5,0.0594,2546.0,141.25,115.93
DEN,LGA,F9,30866,82,145.41,596.38,220236,220236,5,5,0.1401,2546.0,141.25,115.93
DEN,LGA,UA,79951,483,151.0,596.38,220236,220236,5,5,0.363,2546.0,141.25,115.93
DEN,MCO,NK,10070,453,84.37,359.83,10070,10070,1,1,1.0,10000.0,84.37,84.37
DEN,MIA,B6,29936,304,162.08,381.5,91167,91167,3,3,0.3284,4281.0,173.7,162.08
DEN,MIA,F9,10781,500,191.25,381.5,91167,91167,3,3,0.1183,4281.0,173.7,162.08
DEN,MIA,WN,50450,342,176.84,381.5,91167,91167,3,3,0.5534,4281.0,173.7,162.08
DEN,MSP,AS,77774,489,390.64,2194.15,243191,243191,4,4,0.3198,3367.0,309.37,261.39
DEN,MSP,F9,96633,402,276.87,2194.15,243191,243191,4,4,0.3974,3367.0,309.37,261.39
DEN,MSP,UA,1520,199,340.53,2194.15,243191,243191,4,4,0.0063,3367.0,309.37,261.39
DEN,MSP,WN,67264,468,261.39,2194.15,243191,243191,4,4,0.2766,3367.0,309.37,261.39
DEN,ORD,AA,112892,286,465.89,2679.26,346796,346796,5,5,0.3255,2366.0,365.96,307.39
DEN,ORD,AS,34243,442,307.39,2679.26,346796,346796,5,5,0.0987,2366.0,365.96,307.39
DEN,ORD,B6,94651,130,312.84,2679.26,346796,346796,5,5,0.2729,2366.0,365.96,307.39
DEN,ORD,DL,46339,269,325.09,2679.26,346796,346796,5,5,0.1336,2366.0,365.96,307.39
DEN,ORD,NK,58671,49,325.86,2679.26,346796,346796,5,5,0.1692,2366.0,365.96,307.39
DEN,PHL,AS,5996,386,402.18,2193.25,179082,179082,3,3,0.0335,5229.0,405.5,353.06
DEN,PHL,UA,56931,304,353.06,2193.25,179082,179082,3,3,0.3179,5229.0,405.5,353.06
DEN,PHL,WN,116155,117,431.37,2193.25,179082,179082,3,3,0.6486,5229.0,405.5,353.06
DEN,PHX,NK,75999,461,272.48,1352.56,75999,75999,1,1,1.0,10000.0,272.48,272.48
DEN,SEA,AA,105227,195,323.1,1817.76,350668,350668,5,5,0.3001,2586.0,286.89,251.64
DEN,SEA,AS,119915,134,251.64,1817.76,350668,350668,5,5,0.342,2586.0,286.89,251.64
DEN,SEA,B6,26062,160,332.42,1817.76,350668,350668,5,5,0.0743,2586.0,286.89,251.64
DEN,SEA,F9,30763,393,280.54,1817.76,350668,350668,5,5,0.0877,2586.0,286.89,251.64
DEN,SEA,NK,68701,147,278.52,1817.76,350668,350668,5,5,0.1959,2586.0,286.89,251.64
DEN,SFO,AA,41539,409,196.35,1220.75,173893,173893,4,4,0.2389,3935.0,201.3,196.11
DEN,SFO,B6,20169,23,233.66,1220.75,173893,173893,4,4,0.116,3935.0,201.3,196.11
DEN,SFO,DL,97761,307,196.11,1220.75,173893,173893,4,4,0.5622,3935.0,201.3,196.11
DEN,SFO,F9,14424,423,205.49,1220.75,173893,173893,4,4,0.0829,3935.0,201.3,196.11
DFW,ATL,AA,66042,326,139.22,486.94,201328,201328,4,4,0.328,4260.0,149.71,139.22
DFW,ATL,AS,112330,322,154.18,486.94,201328,201328,4,4,0.5579,4260.0,149.71,139.22
DFW,ATL,DL,7924,466,156.23,486.94,201328,201328,4,4,0.0394,4260.0,149.71,139.22
DFW,ATL,UA,15032,489,158.91,486.94,201328,201328,4,4,0.0747,4260.0,149.71,139.22
DFW,BOS,AA,40177,409,227.0,490.94,360608,360608,5,5,0.1114,2454.0,176.56,162.59
DFW,BOS,AS,113059,375,162.59,490.94,360608,360608,5,5,0.3135,2454.0,176.56,162.59
DFW,BOS,B6,72773,344,169.05,490.94,360608,360608,5,5,0.2018,2454.0,176.56,162.59
DFW,BOS,NK,27482,386,187.12,490.94,360608,360608,5,5,0.0762,2454.0,176.56,162.59
DFW,BOS,WN,107117,478,174.79,490.94,360608,360608,5,5,0.297,2454.0,176.56,162.59
DFW,CLT,F9,47518,442,85.63,322.18,47518,47518,1,1,1.0,10000.0,85.63,85.63
DFW,DEN,AS,78900,485,448.24,2752.64,78900,78900,1,1,1.0,10000.0,448.24,448.24
DFW,DTW,DL,89362,490,271.05,1683.24,89362,89362,1,1,1.0,10000.0,271.05,271.05
DFW,EWR,AA,99390,482,460.96,2643.06,307676,307676,3,3,0.323,3339.0,443.88,405.09
DFW,EWR,B6,109048,424,463.6,2643.06,307676,307676,3,3,0.3544,3339.0,443.88,405.09
DFW,EWR,UA,99238,397,405.09,2643.06,307676,307676,3,3,0.3225,3339.0,443.88,405.09
DFW,IAH,AA,11574,447,240.24,2390.81,283180,283180,4,4,0.0409,3183.0,285.19,240.24
DFW,IAH,F9,77601,433,287.21,2390.81,283180,283180,4,4,0.274,3183.0,285.19,240.24
DFW,IAH,NK,80420,19,287.17,2390.81,283180,283180,4,4,0.284,3183.0,285.19,240.24
DFW,IAH,WN,113585,237,286.98,2390.81,283180,283180,4,4,0.4011,3183.0,285.19,240.24
DFW,JFK,F9,5971,264,267.82,2666.5,5971,5971,1,1,1.0,10000.0,267.82,267.82
DFW,LAS,B6,7577,220,271.86,2044.43,100548,100548,2,2,0.0754,8606.0,349.84,271.86
DFW,LAS,UA,92971,258,356.2,2044.43,100548,100548,2,2,0.9246,8606.0,349.84,271.86
DFW,LAX,AA,116895,81,224.49,1353.51,187866,187866,3,3,0.6222,4623.0,225.01,203.83
DFW,LAX,F9,27269,385,203.83,1353.51,187866,187866,3,3,0.1452,4623.0,225.01,203.83
DFW,LAX,UA,43702,349,239.62,1353.51,187866,187866,3,3,0.2326,4623.0,225.01,203.83
DFW,LGA,AA,86094,321,192.84,971.87,286915,286915,4,4,0.3001,3335.0,160.9,137.96
DFW,LGA,AS,111595,246,142.32,971.87,286915,286915,4,4,0.3889,3335.0,160.9,137.96
DFW,LGA,B6,2117,301,137.96,971.87,286915,286915,4,4,0.0074,3335.0,160.9,137.96
DFW,LGA,UA,87109,145,153.69,971.87,286915,286915,4,4,0.3036,3335.0,160.9,137.96
DFW,MCO,WN,57003,348,149.15,814.33,57003,57003,1,1,1.0,10000.0,149.15,149.15
DFW,MIA,AS,81194,198,367.06,2053.34,151544,151544,4,4,0.5358,3952.0,318.93,254.93
DFW,MIA,DL,46609,233,254.93,2053.34,151544,151544,4,4,0.3076,3952.0,318.93,254.93
DFW,MIA,NK,15649,469,289.65,2053.34,151544,151544,4,4,0.1033,3952.0,318.93,254.93
DFW,MIA,WN,8092,57,261.26,2053.34,151544,151544,4,4,0.0534,3952.0,318.93,254.93
DFW,MSP,AS,113974,383,300.32,2114.47,113974,113974,1,1,1.0,10000.0,300.32,300.32
DFW,ORD,WN,74405,369,326.26,1533.89,74405,74405,1,1,1.0,10000.0,326.26,326.26
DFW,PHL,AS,11711,404,192.17,706.37,304675,304675,5,5,0.0384,2836.0,171.32,140.19
DFW,PHL,B6,105303,150,168.79,706.37,304675,304675,5,5,0.3456,2836.0,171.32,140.19
DFW,PHL,F9,98231,131,191.71,706.37,304675,304675,5,5,0.3224,2836.0,171.32,140.19
DFW,PHL,UA,71646,302,140.19,706.37,304675,304675,5,5,0.2352,2836.0,171.32,140.19
DFW,PHL,WN,17784,153,185.43,706.37,304675,304675,5,5,0.0584,2836.0,171.32,140.19
DFW,PHX,DL,40468,117,366.75,2403.56,160832,160832,3,3,0.2516,4902.0,300.16,272.8
DFW,PHX,F9,16588,427,308.89,2403.56,160832,160832,3,3,0.1031,4902.0,300.16,272.8
DFW,PHX,NK,103776,130,272.8,2403.56,160832,160832,3,3,0.6452,4902.0,300.16,272.8
DFW,SEA,AA,94849,39,278.69,2777.35,208404,208404,5,5,0.4551,2969.0,307.18,249.58
DFW,SEA,B6,46331,465,331.8,2777.35,208404,208404,5,5,0.2223,2969.0,307.18,249.58
DFW,SEA,DL,10541,234,249.58,2777.35,208404,208404,5,5,0.0506,2969.0,307.18,249.58
DFW,SEA,F9,32513,76,391.4,2777.35,208404,208404,5,5,0.156,2969.0,307.18,249.58
DFW,SEA,WN,24170,170,283.62,2777.35,208404,208404,5,5,0.116,2969.0,307.18,249.58
DFW,SFO,AS,3954,425,263.18,1058.55,113616,113616,5,5,0.0348,3219.0,229.66,179.78
DFW,SFO,B6,2871,36,238.66,1058.55,113616,113616,5,5,0.0253,3219.0,229.66,179.78
DFW,SFO,F9,50227,387,253.01,1058.55,113616,113616,5,5,0.4421,3219.0,229.66,179.78
DFW,SFO,UA,26212,450,236.63,1058.55,113616,113616,5,5,0.2307,3219.0,229.66,179.78
DFW,SFO,WN,30352,38,179.78,1058.55,113616,113616,5,5,0.2671,3219.0,229.66,179.78
DTW,ATL,B6,64791,167,125.43,653.69,213343,213343,3,3,0.3037,3382.0,148.66,125.43
DTW,ATL,F9,65279,223,186.91,653.69,213343,213343,3,3,0.306,3382.0,148.66,125.43
