Origin,Dest,Carrier,total_passengers,row_count,avg_fare_weighted,avg_distance_weighted,route_total_passengers_all,route_total_passengers_valid,carriers_on_route_all,carriers_on_route_valid,route_share,route_HHI,route_avg_fare_all,route_min_fare_all
BOS,LAS,AA,85029,299,204.68,506.72,295919,295919,4,4,0.2873,2928.0,214.57,204.68
BOS,LAS,AS,112954,468,220.94,506.72,295919,295919,4,4,0.3817,2928.0,214.57,204.68
BOS,LAS,DL,28210,364,214.71,506.72,295919,295919,4,4,0.0953,2928.0,214.57,204.68
BOS,LAS,F9,69726,127,216.25,506.72,295919,295919,4,4,0.2356,2928.0,214.57,204.68
BOS,LAX,WN,73023,306,310.81,2153.13,73023,73023,1,1,1.0,10000.0,310.81,310.81
BOS,LGA,B6,36670,257,126.2,664.84,172576,172576,3,3,0.2125,4381.0,116.92,104.71
BOS,LGA,UA,103085,138,104.71,664.84,172576,172576,3,3,0.5973,4381.0,116.92,104.71
BOS,LGA,WN,32821,263,144.92,664.84,172576,172576,3,3,0.1902,4381.0,116.92,104.71
BOS,MCO,AA,79820,498,161.18,880.36,201665,201665,3,3,0.3958,3545.0,140.51,110.87
BOS,MCO,F9,78567,406,135.85,880.36,201665,201665,3,3,0.3896,3545.0,140.51,110.87
BOS,MCO,WN,43278,149,110.87,880.36,201665,201665,3,3,0.2146,3545.0,140.51,110.87
BOS,MIA,UA,33584,146,225.82,902.42,33584,33584,1,1,1.0,10000.0,225.82,225.82
BOS,MSP,NK,40905,399,170.12,1201.75,76763,76763,2,2,0.5329,5022.0,156.81,141.62
BOS,MSP,UA,35858,54,141.62,1201.75,76763,76763,2,2,0.4671,5022.0,156.81,141.62
BOS,ORD,B6,32708,345,188.97,875.05,315767,315767,4,4,0.1036,2816.0,190.27,174.41
BOS,ORD,DL,90264,400,174.41,875.05,315767,315767,4,4,0.2859,2816.0,190.27,174.41
BOS,ORD,NK,108187,380,188.01,875.05,315767,315767,4,4,0.3426,2816.0,190.27,174.41
BOS,ORD,UA,84608,245,210.6,875.05,315767,315767,4,4,0.2679,2816.0,190.27,174.41
BOS,PHL,AA,32316,96,260.89,1334.53,218147,218147,3,3,0.1481,3851.0,268.69,237.92
BOS,PHL,NK,95506,473,300.43,1334.53,218147,218147,3,3,0.4378,3851.0,268.69,237.92
BOS,PHL,UA,90325,81,237.92,1334.53,218147,218147,3,3,0.4141,3851.0,268.69,237.92
BOS,PHX,AA,77443,430,287.84,2548.28,228475,228475,5,5,0.339,3199.0,331.18,266.63
BOS,PHX,AS,93916,485,399.52,2548.28,228475,228475,5,5,0.4111,3199.0,331.18,266.63
BOS,PHX,F9,4812,445,293.65,2548.28,228475,228475,5,5,0.0211,3199.0,331.18,266.63
BOS,PHX,NK,10584,298,313.44,2548.28,228475,228475,5,5,0.0463,3199.0,331.18,266.63
BOS,PHX,UA,41720,116,266.63,2548.28,228475,228475,5,5,0.1826,3199.0,331.18,266.63
BOS,SEA,AS,53620,292,290.21,1712.51,281036,281036,4,4,0.1908,2986.0,288.57,246.42
BOS,SEA,DL,30103,433,278.58,1712.51,281036,281036,4,4,0.1071,2986.0,288.57,246.42
BOS,SEA,UA,111631,449,246.42,1712.51,281036,281036,4,4,0.3972,2986.0,288.57,246.42
BOS,SEA,WN,85682,57,345.97,1712.51,281036,281036,4,4,0.3049,2986.0,288.57,246.42
BOS,SFO,AA,38076,426,163.48,1679.11,319681,319681,4,4,0.1191,2851.0,204.31,163.48
BOS,SFO,B6,119745,480,179.87,1679.11,319681,319681,4,4,0.3746,2851.0,204.31,163.48
BOS,SFO,F9,69891,284,234.76,1679.11,319681,319681,4,4,0.2186,2851.0,204.31,163.48
BOS,SFO,NK,91969,422,229.89,1679.11,319681,319681,4,4,0.2877,2851.0,204.31,163.48
CLT,ATL,B6,74315,134,386.63,2691.77,272884,272884,3,3,0.2723,3406.0,406.64,379.05
CLT,ATL,DL,107080,138,444.11,2691.77,272884,272884,3,3,0.3924,3406.0,406.64,379.05
CLT,ATL,NK,91489,203,379.05,2691.77,272884,272884,3,3,0.3353,3406.0,406.64,379.05
CLT,BOS,F9,18125,444,152.01,324.36,101285,101285,2,2,0.179,7061.0,129.0,123.98
CLT,BOS,NK,83160,378,123.98,324.36,101285,101285,2,2,0.821,7061.0,129.0,123.98
CLT,DEN,AS,14483,50,251.08,2481.86,212220,212220,4,4,0.0682,3449.0,328.88,251.08
CLT,DEN,DL,81580,408,285.56,2481.86,212220,212220,4,4,0.3844,3449.0,328.88,251.08
CLT,DEN,NK,89080,262,373.11,2481.86,212220,212220,4,4,0.4198,3449.0,328.88,251.08
CLT,DEN,WN,27077,438,355.47,2481.86,212220,212220,4,4,0.1276,3449.0,328.88,251.08
CLT,DFW,F9,35768,392,211.29,1183.84,125804,125804,2,2,0.2843,5931.0,274.69,211.29
CLT,DFW,UA,90036,107,299.88,1183.84,125804,125804,2,2,0.7157,5931.0,274.69,211.29
CLT,DTW,AS,113270,452,228.89,628.19,180424,180424,3,3,0.6278,5163.0,212.79,148.8
CLT,DTW,DL,62910,455,188.12,628.19,180424,180424,3,3,0.3487,5163.0,212.79,148.8
CLT,DTW,F9,4244,192,148.8,628.19,180424,180424,3,3,0.0235,5163.0,212.79,148.8
CLT,EWR,B6,22430,21,209.37,1602.34,171571,171571,4,4,0.1307,3963.0,225.97,197.19
CLT,EWR,F9,98769,95,197.19,1602.34,171571,171571,4,4,0.5757,3963.0,225.97,197.19
CLT,EWR,UA,33483,368,298.17,1602.34,171571,171571,4,4,0.1952,3963.0,225.97,197.19
CLT,EWR,WN,16889,348,273.21,1602.34,171571,171571,4,4,0.0984,3963.0,225.97,197.19
CLT,IAH,AS,59080,205,325.62,1576.11,159499,159499,3,3,0.3704,4096.0,285.25,246.74
CLT,IAH,F9,19485,337,322.82,1576.11,159499,159499,3,3,0.1222,4096.0,285.25,246.74
CLT,IAH,UA,80934,333,246.74,1576.11,159499,159499,3,3,0.5074,4096.0,285.25,246.74
CLT,JFK,AA,118218,469,244.2,1227.99,384811,384811,5,5,0.3072,2339.0,220.43,177.6
CLT,JFK,B6,24469,478,244.1,1227.99,384811,384811,5,5,0.0636,2339.0,220.43,177.6
CLT,JFK,F9,67495,123,177.6,1227.99,384811,384811,5,5,0.1754,2339.0,220.43,177.6
CLT,JFK,NK,75803,261,233.18,1227.99,384811,384811,5,5,0.197,2339.0,220.43,177.6
CLT,JFK,WN,98826,37,205.59,1227.99,384811,384811,5,5,0.2568,2339.0,220.43,177.6
CLT,LAS,F9,52719,93,216.27,1705.35,124048,124048,3,3,0.425,4427.0,265.08,216.27
CLT,LAS,NK,62960,59,310.46,1705.35,124048,124048,3,3,0.5075,4427.0,265.08,216.27
CLT,LAS,UA,8369,140,231.1,1705.35,124048,124048,3,3,0.0675,4427.0,265.08,216.27
CLT,LAX,AS,50657,122,397.93,2541.31,203553,203553,3,3,0.2489,3519.0,374.36,305.75
CLT,LAX,F9,63672,44,305.75,2541.31,203553,203553,3,3,0.3128,3519.0,374.36,305.75
CLT,LAX,WN,89224,419,409.95,2541.31,203553,203553,3,3,0.4383,3519.0,374.36,305.75
CLT,LGA,AA,39770,230,121.01,300.23,278388,278388,4,4,0.1429,2853.0,150.11,121.01
CLT,LGA,B6,111642,156,130.57,300.23,278388,278388,4,4,0.401,2853.0,150.11,121.01
CLT,LGA,DL,61998,362,160.56,300.23,278388,278388,4,4,0.2227,2853.0,150.11,121.01
CLT,LGA,UA,64978,254,191.54,300.23,278388,278388,4,4,0.2334,2853.0,150.11,121.01
CLT,MCO,AS,30412,344,269.82,1729.09,78951,78951,3,3,0.3852,4041.0,293.12,236.77
CLT,MCO,B6,38688,319,325.79,1729.09,78951,78951,3,3,0.49,4041.0,293.12,236.77
CLT,MCO,NK,9851,185,236.77,1729.09,78951,78951,3,3,0.1248,4041.0,293.12,236.77
CLT,MIA,B6,65874,224,174.85,892.85,239075,239075,3,3,0.2755,3395.0,183.44,167.86
CLT,MIA,F9,92343,196,203.2,892.85,239075,239075,3,3,0.3863,3395.0,183.44,167.86
CLT,MIA,UA,80858,104,167.86,892.85,239075,239075,3,3,0.3382,3395.0,183.44,167.86
CLT,MSP,AA,14122,89,188.83,1671.08,129806,129806,4,4,0.1088,3415.0,204.99,188.83
CLT,MSP,DL,52537,52,215.34,1671.08,129806,129806,4,4,0.4047,3415.0,204.99,188.83
CLT,MSP,NK,11550,463,228.61,1671.08,129806,129806,4,4,0.089,3415.0,204.99,188.83
CLT,MSP,WN,51597,136,193.58,1671.08,129806,129806,4,4,0.3975,3415.0,204.99,188.83
CLT,ORD,B6,45325,486,218.38,1639.13,133130,133130,3,3,0.3405,3423.0,255.16,218.38
CLT,ORD,NK,35017,57,240.82,1639.13,133130,133130,3,3,0.263,3423.0,255.16,218.38
CLT,ORD,UA,52788,430,296.26,1639.13,133130,133130,3,3,0.3965,3423.0,255.16,218.38
CLT,PHL,B6,98661,298,280.63,1777.08,302507,302507,5,5,0.3261,2426.0,264.89,239.69
CLT,PHL,DL,63631,422,268.56,1777.08,302507,302507,5,5,0.2103,2426.0,264.89,239.69
CLT,PHL,F9,57513,337,266.52,1777.08,302507,302507,5,5,0.1901,2426.0,264.89,239.69
CLT,PHL,NK,12238,197,256.28,1777.08,302507,302507,5,5,0.0405,2426.0,264.89,239.69
CLT,PHL,WN,70464,187,239.69,1777.08,302507,302507,5,5,0.2329,2426.0,264.89,239.69
CLT,PHX,AS,34279,220,278.93,1700.88,216222,216222,4,4,0.1585,3244.0,288.65,258.1
CLT,PHX,F9,85679,99,322.69,1700.88,216222,216222,4,4,0.3963,3244.0,288.65,258.1
CLT,PHX,NK,79874,304,258.1,1700.88,216222,216222,4,4,0.3694,3244.0,288.65,258.1
CLT,PHX,UA,16390,357,279.93,1700.88,216222,216222,4,4,0.0758,3244.0,288.65,258.1
CLT,SEA,B6,30458,379,191.13,627.85,143107,143107,4,4,0.2128,2865.0,192.11,190.01
CLT,SEA,DL,57151,110,194.46,627.85,143107,143107,4,4,0.3994,2865.0,192.11,190.01
CLT,SEA,F9,19616,388,190.01,627.85,143107,143107,4,4,0.1371,2865.0,192.11,190.01
CLT,SEA,WN,35882,294,190.33,627.85,143107,143107,4,4,0.2507,2865.0,192.11,190.01
CLT,SFO,AA,28123,61,225.02,1284.29,277545,277545,5,5,0.1013,2586.0,216.87,182.84
CLT,SFO,B6,90836,355,182.84,1284.29,277545,277545,5,5,0.3273,2586.0,216.87,182.84
CLT,SFO,NK,23411,71,233.86,1284.29,277545,277545,5,5,0.0844,2586.0,216.87,182.84
CLT,SFO,UA,43155,451,222.99,1284.29,277545,277545,5,5,0.1555,2586.0,216.87,182.84
CLT,SFO,WN,92020,171,240.79,1284.29,277545,277545,5,5,0.3315,2586.0,216.87,182.84
DEN,ATL,AA,90980,442,350.19,2663.09,170789,170789,3,3,0.5327,3930.0,365.04,340.56
DEN,ATL,UA,39710,227,423.79,2663.09,170789,170789,3,3,0.2325,3930.0,365.04,340.56
DEN,ATL,WN,40099,206,340.56,2663.09,170789,170789,3,3,0.2348,3930.0,365.04,340.56
DEN,BOS,AS,28977,496,305.88,1937.3,269157,269157,5,5,0.1077,2481.0,299.19,244.41
DEN,BOS,B6,37166,199,244.41,1937.3,269157,269157,5,5,0.1381,2481.0,299.19,244.41
DEN,BOS,DL,31447,60,367.57,1937.3,269157,269157,5,5,0.1168,2481.0,299.19,244.41
DEN,BOS,NK,81194,497,300.6,1937.3,269157,269157,5,5,0.3017,2481.0,299.19,244.41
DEN,BOS,WN,90373,471,294.5,1937.3,269157,269157,5,5,0.3358,2481.0,299.19,244.41
DEN,CLT,AA,28384,256,182.61,1179.12,270036,270036,4,4,0.1051,3316.0,212.61,182.61
DEN,CLT,B6,111304,68,224.4,1179.12,270036,270036,4,4,0.4122,3316.0,212.61,182.61
DEN,CLT,NK,100456,125,195.5,1179.12,270036,270036,4,4,0.372,3316.0,212.61,182.61
DEN,CLT,UA,29892,189,254.68,1179.12,270036,270036,4,4,0.1107,3316.0,212.61,182.61
DEN,DFW,AA,115379,281,241.6,1116.8,208468,208468,3,3,0.5535,4240.0,229.72,162.74
DEN,DFW,F9,66271,435,236.15,1116.8,208468,208468,3,3,0.3179,4240.0,229.72,162.74
DEN,DFW,UA,26818,286,162.74,1116.8,208468,208468,3,3,0.1286,4240.0,229.72,162.74
DEN,DTW,AS,30449,433,163.6,547.95,332639,332639,5,5,0.0915,2549.0,173.5,162.37
DEN,DTW,B6,112277,459,183.17,547.95,332639,332639,5,5,0.3375,2549.0,173.5,162.37
DEN,DTW,F9,28683,464,164.92,547.95,332639,332639,5,5,0.0862,2549.0,173.5,162.37
DEN,DTW,NK,59941,383,162.37,547.95,332639,332639,5,5,0.1802,2549.0,173.5,162.37
DEN,DTW,WN,101289,453,174.77,547.95,332639,332639,5,5,0.3045,2549.0,173.5,162.37
DEN,EWR,AA,68847,339,314.96,2258.07,73429,73429,2,2,0.9376,8830.0,312.47,275.08
DEN,EWR,AS,4582,255,275.08,2258.07,73429,73429,2,2,0.0624,8830.0,312.47,275.08
DEN,IAH,AA,114067,17,216.68,2296.28,330162,330162,5,5,0.3455,2352.0,252.29,216.68
DEN,IAH,AS,35282,389,220.23,2296.28,330162,330162,5,5,0.1069,2352.0,252.29,216.68
DEN,IAH,DL,77682,99,256.4,2296.28,330162,330162,5,5,0.2353,2352.0,252.29,216.68
DEN,IAH,NK,55676,391,283.36,2296.28,330162,330162,5,5,0.1686,2352.0,252.29,216.68
DEN,IAH,UA,47455,131,318.54,2296.28,330162,330162,5,5,0.1437,2352.0,252.29,216.68
DEN,JFK,B6,39184,183,441.75,2660.47,145096,145096,2,2,0.2701,6057.0,354.99,322.89
DEN,JFK,NK,105912,48,322.89,2660.47,145096,145096,2,2,0.7299,6057.0,354.99,322.89
DEN,LAS,AA,111653,56,158.42,774.52,277792,277792,3,3,0.4019,3409.0,148.56,118.42
DEN,LAS,UA,78769,35,168.02,774.52,277792,277792,3,3,0.2836,3409.0,148.56,118.42
DEN,LAS,WN,87370,337,118.42,774.52,277792,277792,3,3,0.3145,3409.0,148.56,118.42
DEN,LAX,B6,98105,476,237.28,1197.4,351712,351712,4,4,0.2789,2524.0,205.62,174.73
DEN,LAX,DL,92155,434,174.73,1197.4,351712,351712,4,4,0.262,2524.0,205.62,174.73
DEN,LAX,F9,86775,14,184.01,1197.4,351712,351712,4,4,0.2467,2524.0,205.62,174.73
DEN,LAX,WN,74677,408,227.27,1197.4,351712,351712,4,4,0.2123,2524.0,205.62,174.73
DEN,LGA,AA,8361,297,263.67,1379.69,186169,186169,4,4,0.0449,3159.0,250.34,232.7
DEN,LGA,AS,54345,350,235.59,1379.69,186169,186169,4,4,0.2919,3159.0,250.34,232.7
DEN,LGA,DL,49343,294,290.84,1379.69,186169,186169,4,4,0.265,3159.0,250.34,232.7
DEN,LGA,NK,74120,72,232.7,1379.69,186169,186169,4,4,0.3981,3159.0,250.34,232.7
DEN,MCO,F9,78312,267,179.83,1420.69,78312,78312,1,1,1.0,10000.0,179.83,179.83
DEN,MIA,AA,88625,205,223.35,1436.97,215401,215401,4,4,0.4114,4270.0,250.18,223.35
DEN,MIA,B6,14701,251,272.85,1436.97,215401,215401,4,4,0.0682,4270.0,250.18,223.35
DEN,MIA,F9,3780,492,266.21,1436.97,215401,215401,4,4,0.0175,4270.0,250.18,223.35
DEN,MIA,UA,108295,200,268.49,1436.97,215401,215401,4,4,0.5028,4270.0,250.18,223.35
DEN,MSP,AA,82330,290,309.52,2081.0,314483,314483,4,4,0.2618,3033.0,262.98,230.87
DEN,MSP,AS,19942,150,230.87,2081.0,314483,314483,4,4,0.0634,3033.0,262.98,230.87
DEN,MSP,NK,118368,321,232.97,2081.0,314483,314483,4,4,0.3764,3033.0,262.98,230.87
DEN,MSP,WN,93843,315,266.84,2081.0,314483,314483,4,4,0.2984,3033.0,262.98,230.87
DEN,ORD,AS,103864,306,146.31,847.51,339476,339476,5,5,0.306,2543.0,156.96,146.31
DEN,ORD,DL,82742,168,161.05,847.51,339476,339476,5,5,0.2437,2543.0,156.96,146.31
DEN,ORD,F9,33350,379,163.3,847.51,339476,339476,5,5,0.0982,2543.0,156.96,146.31
DEN,ORD,NK,101093,439,161.97,847.51,339476,339476,5,5,0.2978,2543.0,156.96,146.31
DEN,ORD,UA,18427,472,159.75,847.51,339476,339476,5,5,0.0543,2543.0,156.96,146.31
DEN,PHL,AS,49560,361,297.34,1366.91,49560,49560,1,1,1.0,10000.0,297.34,297.34
DEN,PHX,B6,101998,471,172.88,813.01,282207,282207,3,3,0.3614,3417.0,201.51,172.88
DEN,PHX,DL,107068,178,244.32,813.01,282207,282207,3,3,0.3794,3417.0,201.51,172.88
DEN,PHX,WN,73141,120,178.78,813.01,282207,282207,3,3,0.2592,3417.0,201.51,172.88
DEN,SEA,AA,70957,242,267.99,2573.47,195199,195199,5,5,0.3635,2793.0,288.2,262.05
DEN,SEA,AS,54016,33,265.06,2573.47,195199,195199,5,5,0.2767,2793.0,288.2,262.05
DEN,SEA,B6,5377,262,294.04,2573.47,195199,195199,5,5,0.0275,2793.0,288.2,262.05
DEN,SEA,DL,15720,464,262.05,2573.47,195199,195199,5,5,0.0805,2793.0,288.2,262.05
DEN,SEA,WN,49129,390,350.57,2573.47,195199,195199,5,5,0.2517,2793.0,288.2,262.05
DEN,SFO,NK,73548,414,284.91,1990.81,126137,126137,2,2,0.5831,5138.0,321.26,284.91
DEN,SFO,WN,52589,421,372.09,1990.81,126137,126137,2,2,0.4169,5138.0,321.26,284.91
DFW,ATL,NK,30081,204,338.05,1815.79,30081,30081,1,1,1.0,10000.0,338.05,338.05
DFW,BOS,AA,101759,273,144.52,931.0,332436,332436,4,4,0.3061,3196.0,161.36,128.9
DFW,BOS,F9,114449,221,154.51,931.0,332436,332436,4,4,0.3443,3196.0,161.36,128.9
DFW,BOS,UA,7604,195,128.9,931.0,332436,332436,4,4,0.0229,3196.0,161.36,128.9
DFW,BOS,WN,108624,346,186.63,931.0,332436,332436,4,4,0.3268,3196.0,161.36,128.9
DFW,CLT,AS,30933,140,176.48,737.67,326360,326360,5,5,0.0948,2397.0,193.76,158.86
DFW,CLT,B6,65730,83,215.15,737.67,326360,326360,5,5,0.2014,2397.0,193.76,158.86
DFW,CLT,DL,60736,14,158.86,737.67,326360,326360,5,5,0.1861,2397.0,193.76,158.86
DFW,CLT,F9,118321,471,205.89,737.67,326360,326360,5,5,0.3625,2397.0,193.76,158.86
DFW,CLT,NK,50640,133,190.06,737.67,326360,326360,5,5,0.1552,2397.0,193.76,158.86
DFW,DEN,AS,56223,125,266.23,2269.57,337619,337619,4,4,0.1665,2623.0,296.58,266.23
DFW,DEN,DL,87162,111,373.23,2269.57,337619,337619,4,4,0.2582,2623.0,296.58,266.23
DFW,DEN,F9,85386,146,271.55,2269.57,337619,337619,4,4,0.2529,2623.0,296.58,266.23
DFW,DEN,UA,108848,40,270.5,2269.57,337619,337619,4,4,0.3224,2623.0,296.58,266.23
