Origin,Dest,Carrier,avg_fare_weighted,avg_distance_weighted,total_passengers,row_count
ATL,LGA,NK,478.01,2722.49,35260,411
ATL,CLT,B6,255.79,1954.68,25390,39
ATL,CLT,WN,315.0,1954.68,76414,41
ATL,CLT,AS,258.07,1954.68,98538,35
ATL,CLT,F9,280.08,1954.68,77069,480
LAX,ATL,UA,90.41,471.3,113460,71
LAX,ATL,AA,106.89,471.3,117191,306
LAX,ATL,B6,80.78,471.3,78424,51
LAX,ATL,NK,111.21,471.3,55448,299
LAX,ATL,DL,94.41,471.3,69022,143
LAX,ORD,AS,141.11,964.04,85107,171
LAX,ORD,DL,188.33,964.04,99048,14
LAX,DFW,DL,251.49,1564.71,46245,460
LAX,DFW,AA,199.66,1564.71,32518,90
LAX,DFW,B6,246.71,1564.71,57933,370
LAX,DFW,F9,224.2,1564.71,40151,423
LAX,DEN,AA,373.89,2647.33,15629,390
LAX,DEN,AS,263.62,2647.33,73012,154
LAX,DEN,B6,271.91,2647.33,79776,185
LAX,DEN,UA,343.52,2647.33,27185,446
LAX,DEN,F9,316.18,2647.33,35100,138
LAX,JFK,DL,236.01,1885.71,6278,404
LAX,SFO,B6,317.04,2153.08,56557,67
LAX,SFO,DL,373.39,2153.08,10362,363
LAX,MIA,AA,181.21,1223.04,56833,167
LAX,MIA,NK,262.14,1223.04,48295,417
LAX,SEA,AS,143.33,825.19,13973,296
LAX,BOS,UA,350.33,2503.54,97042,410
LAX,BOS,DL,333.37,2503.54,54464,452
LAX,BOS,NK,334.55,2503.54,96845,146
LAX,BOS,AS,331.31,2503.54,21366,65
LAX,LAS,AA,194.87,798.93,46330,417
LAX,LAS,NK,186.93,798.93,114706,22
LAX,LAS,WN,183.41,798.93,87011,178
LAX,LAS,DL,252.06,798.93,37017,405
LAX,PHX,AS,246.44,1299.2,70782,24
LAX,PHX,F9,316.11,1299.2,15618,143
LAX,PHX,B6,278.28,1299.2,23905,145
LAX,IAH,DL,231.88,1791.43,103578,320
LAX,MCO,DL,159.4,410.97,68646,285
LAX,MCO,WN,146.39,410.97,90527,389
LAX,MCO,B6,143.31,410.97,97105,196
LAX,MCO,F9,105.4,410.97,57031,350
LAX,MCO,UA,140.32,410.97,43779,349
LAX,EWR,B6,251.42,1567.81,43253,161
LAX,MSP,UA,295.18,1838.79,72319,165
LAX,MSP,DL,219.55,1838.79,38106,412
LAX,MSP,WN,267.64,1838.79,76519,174
LAX,MSP,AS,247.64,1838.79,61446,355
LAX,MSP,NK,256.06,1838.79,28510,416
LAX,DTW,DL,211.62,1588.63,44433,497
LAX,DTW,UA,229.3,1588.63,98953,168
LAX,PHL,WN,115.57,361.06,62777,403
LAX,PHL,DL,107.43,361.06,10045,463
LAX,LGA,WN,144.66,1299.13,90628,394
LAX,LGA,AS,213.55,1299.13,113279,64
LAX,LGA,NK,182.47,1299.13,102529,100
LAX,LGA,F9,230.48,1299.13,105896,275
LAX,LGA,B6,148.69,1299.13,61389,137
LAX,CLT,F9,192.56,633.35,70116,314
ORD,ATL,F9,339.48,2530.05,119363,469
ORD,ATL,B6,370.43,2530.05,21361,253
ORD,ATL,AS,293.86,2530.05,59491,136
ORD,LAX,F9,133.7,986.49,37950,181
ORD,LAX,AS,181.69,986.49,42404,51
ORD,LAX,DL,127.6,986.49,18636,206
ORD,DFW,WN,201.7,1337.17,61569,115
ORD,DFW,AA,202.14,1337.17,109668,473
ORD,DEN,AA,109.43,314.74,99259,466
ORD,DEN,NK,111.03,314.74,110040,392
ORD,DEN,B6,118.02,314.74,96789,318
ORD,DEN,WN,100.12,314.74,118177,122
ORD,DEN,AS,111.96,314.74,36274,24
ORD,JFK,AS,407.22,2110.45,17228,283
ORD,JFK,F9,395.58,2110.45,4034,313
ORD,JFK,NK,357.09,2110.45,74475,52
ORD,JFK,WN,320.1,2110.45,84746,453
ORD,SFO,UA,226.18,1118.38,44736,204
ORD,SFO,AA,225.3,1118.38,36971,435
ORD,SFO,F9,177.43,1118.38,55755,51
ORD,SFO,WN,155.12,1118.38,62144,286
ORD,MIA,AS,109.59,860.56,85926,25
ORD,SEA,WN,98.81,350.95,17044,68
ORD,SEA,NK,121.4,350.95,74420,248
ORD,BOS,AS,334.01,1818.12,15512,93
ORD,BOS,DL,239.94,1818.12,41268,23
ORD,BOS,B6,305.64,1818.12,41388,474
ORD,LAS,NK,242.5,1780.24,32330,405
ORD,LAS,AS,349.13,1780.24,40029,317
ORD,LAS,DL,245.23,1780.24,106082,299
ORD,LAS,AA,233.83,1780.24,103081,282
ORD,PHX,AS,100.33,331.63,64751,195
ORD,PHX,AA,146.57,331.63,83807,245
ORD,PHX,B6,103.12,331.63,93208,100
ORD,PHX,UA,124.81,331.63,96680,343
ORD,IAH,F9,387.51,2364.34,42745,435
ORD,IAH,WN,296.98,2364.34,11859,240
ORD,IAH,NK,371.51,2364.34,32463,301
ORD,MCO,NK,127.3,754.6,105073,153
ORD,MCO,UA,150.44,754.6,115885,460
ORD,MCO,AA,147.68,754.6,36711,274
ORD,MCO,WN,115.47,754.6,25542,378
ORD,MCO,F9,143.07,754.6,53771,398
ORD,EWR,F9,234.91,2079.61,2760,123
ORD,EWR,AS,317.99,2079.61,53505,166
ORD,MSP,AS,234.09,1363.76,43857,242
ORD,MSP,WN,228.67,1363.76,36009,128
ORD,MSP,B6,278.41,1363.76,16314,171
ORD,MSP,F9,281.0,1363.76,16170,496
ORD,MSP,UA,274.67,1363.76,100401,108
ORD,DTW,F9,360.19,2111.46,69265,61
ORD,DTW,UA,294.17,2111.46,109634,126
ORD,PHL,UA,318.82,2070.05,6465,293
ORD,PHL,F9,284.53,2070.05,38790,74
ORD,PHL,AA,305.71,2070.05,84106,261
ORD,LGA,AA,241.05,1735.16,58233,36
ORD,CLT,F9,198.72,1301.77,83002,87
ORD,CLT,AA,209.56,1301.77,20055,495
ORD,CLT,NK,146.46,1301.77,40324,137
DFW,ATL,NK,338.05,1815.79,30081,204
DFW,LAX,F9,258.06,1063.45,80405,60
DFW,LAX,UA,182.23,1063.45,100473,118
DFW,LAX,B6,227.85,1063.45,35187,90
DFW,LAX,WN,178.8,1063.45,31939,48
DFW,ORD,AA,189.23,1426.26,38675,157
DFW,ORD,WN,218.21,1426.26,93162,450
DFW,DEN,DL,373.23,2269.57,87162,111
DFW,DEN,AS,266.23,2269.57,56223,125
DFW,DEN,F9,271.55,2269.57,85386,146
DFW,DEN,UA,270.5,2269.57,108848,40
DFW,JFK,B6,302.55,2172.39,38328,249
DFW,JFK,F9,282.51,2172.39,90766,216
DFW,SFO,F9,280.28,1795.09,96776,138
DFW,SFO,WN,246.6,1795.09,3890,355
DFW,SFO,AA,358.75,1795.09,110070,310
DFW,MIA,B6,285.04,1740.62,23462,343
DFW,SEA,B6,273.33,1886.96,12459,219
DFW,SEA,DL,253.66,1886.96,44187,63
DFW,SEA,F9,232.5,1886.96,112924,220
DFW,SEA,WN,276.69,1886.96,91421,349
DFW,BOS,AA,144.52,931.0,101759,273
DFW,BOS,WN,186.63,931.0,108624,346
DFW,BOS,F9,154.51,931.0,114449,221
DFW,BOS,UA,128.9,931.0,7604,195
DFW,LAS,F9,151.72,967.64,38252,367
DFW,LAS,AS,128.14,967.64,64032,332
DFW,LAS,WN,178.6,967.64,80306,373
DFW,LAS,AA,142.24,967.64,21258,17
DFW,LAS,DL,149.47,967.64,72884,125
DFW,PHX,F9,365.52,2667.65,20681,376
DFW,IAH,B6,278.7,2750.61,72755,107
DFW,IAH,WN,336.78,2750.61,79061,460
DFW,IAH,NK,393.62,2750.61,18392,151
DFW,MCO,AS,349.87,2351.37,39632,306
DFW,MCO,NK,299.95,2351.37,86999,86
DFW,MCO,B6,306.97,2351.37,59029,186
DFW,MCO,UA,308.89,2351.37,44073,288
DFW,EWR,F9,227.9,1729.49,102152,172
DFW,EWR,UA,234.95,1729.49,98109,477
DFW,EWR,DL,224.55,1729.49,106852,349
DFW,EWR,AS,274.36,1729.49,104360,87
DFW,MSP,AA,163.97,1129.99,111261,279
DFW,MSP,DL,165.31,1129.99,119833,379
DFW,MSP,B6,161.53,1129.99,19394,345
DFW,MSP,AS,134.6,1129.99,20732,410
DFW,DTW,AS,212.94,1293.71,43565,449
DFW,DTW,B6,171.93,1293.71,70442,172
DFW,DTW,F9,201.34,1293.71,82655,398
DFW,PHL,AA,354.24,1877.9,30317,232
DFW,PHL,B6,356.29,1877.9,13403,370
DFW,PHL,F9,256.69,1877.9,114870,95
DFW,PHL,DL,286.72,1877.9,91464,24
DFW,LGA,AS,286.87,2290.36,49631,135
DFW,CLT,NK,190.06,737.67,50640,133
DFW,CLT,B6,215.15,737.67,65730,83
DFW,CLT,AS,176.48,737.67,30933,140
DFW,CLT,DL,158.86,737.67,60736,14
DFW,CLT,F9,205.89,737.67,118321,471
DEN,ATL,UA,423.79,2663.09,39710,227
DEN,ATL,AA,350.19,2663.09,90980,442
DEN,ATL,WN,340.56,2663.09,40099,206
DEN,LAX,DL,174.73,1197.4,92155,434
DEN,LAX,F9,184.01,1197.4,86775,14
DEN,LAX,WN,227.27,1197.4,74677,408
DEN,LAX,B6,237.28,1197.4,98105,476
DEN,ORD,F9,163.3,847.51,33350,379
DEN,ORD,NK,161.97,847.51,101093,439
DEN,ORD,UA,159.75,847.51,18427,472
DEN,ORD,DL,161.05,847.51,82742,168
DEN,ORD,AS,146.31,847.51,103864,306
DEN,DFW,UA,162.74,1116.8,26818,286
DEN,DFW,AA,241.6,1116.8,115379,281
DEN,DFW,F9,236.15,1116.8,66271,435
DEN,JFK,B6,441.75,2660.47,39184,183
DEN,JFK,NK,322.89,2660.47,105912,48
DEN,SFO,WN,372.09,1990.81,52589,421
DEN,SFO,NK,284.91,1990.81,73548,414
DEN,MIA,AA,223.35,1436.97,88625,205
DEN,MIA,UA,268.49,1436.97,108295,200
DEN,MIA,B6,272.85,1436.97,14701,251
DEN,MIA,F9,266.21,1436.97,3780,492
DEN,SEA,AS,265.06,2573.47,54016,33
DEN,SEA,B6,294.04,2573.47,5377,262
DEN,SEA,DL,262.05,2573.47,15720,464
DEN,SEA,AA,267.99,2573.47,70957,242
DEN,SEA,WN,350.57,2573.47,49129,390
DEN,BOS,NK,300.6,1937.3,81194,497
DEN,BOS,B6,244.41,1937.3,37166,199
DEN,BOS,AS,305.88,1937.3,28977,496
DEN,BOS,DL,367.57,1937.3,31447,60
DEN,BOS,WN,294.5,1937.3,90373,471
DEN,LAS,AA,158.42,774.52,111653,56
DEN,LAS,WN,118.42,774.52,87370,337
DEN,LAS,UA,168.02,774.52,78769,35
DEN,PHX,WN,178.78,813.01,73141,120
DEN,PHX,DL,244.32,813.01,107068,178
DEN,PHX,B6,172.88,813.01,101998,471
DEN,IAH,AA,216.68,2296.28,114067,17
DEN,IAH,UA,318.54,2296.28,47455,131
DEN,IAH,DL,256.4,2296.28,77682,99
DEN,IAH,AS,220.23,2296.28,35282,389
DEN,IAH,NK,283.36,2296.28,55676,391
DEN,MCO,F9,179.83,1420.69,78312,267
DEN,EWR,AA,314.96,2258.07,68847,339
DEN,EWR,AS,275.08,2258.07,4582,255
DEN,MSP,NK,232.97,2081.0,118368,321
DEN,MSP,AS,230.87,2081.0,19942,150
DEN,MSP,AA,309.52,2081.0,82330,290
DEN,MSP,WN,266.84,2081.0,93843,315
DEN,DTW,B6,183.17,547.95,112277,459
DEN,DTW,WN,174.77,547.95,101289,453
DEN,DTW,F9,164.92,547.95,28683,464
DEN,DTW,AS,163.6,547.95,30449,433
DEN,DTW,NK,162.37,547.95,59941,383
DEN,PHL,AS,297.34,1366.91,49560,361
DEN,LGA,DL,290.84,1379.69,49343,294
DEN,LGA,AA,263.67,1379.69,8361,297
DEN,LGA,NK,232.7,1379.69,74120,72
DEN,LGA,AS,235.59,1379.69,54345,350
DEN,CLT,AA,182.61,1179.12,28384,256
DEN,CLT,UA,254.68,1179.12,29892,189
DEN,CLT,B6,224.4,1179.12,111304,68
DEN,CLT,NK,195.5,1179.12,100456,125
JFK,ATL,AA,103.19,372.38,100430,183
JFK,ATL,B6,86.82,372.38,46509,455
JFK,ATL,AS,117.1,372.38,19276,215
JFK,ATL,UA,94.16,372.38,9620,334
JFK,LAX,DL,271.32,2165.28,55528,90
JFK,ORD,B6,376.07,2242.09,11635,89
JFK,ORD,AS,356.55,2242.09,21132,35
JFK,ORD,UA,254.65,2242.09,88838,236
JFK,DFW,F9,200.75,982.92,15418,66
JFK,DFW,B6,235.12,982.92,37625,313
JFK,DFW,WN,219.51,982.92,64283,167
JFK,DFW,AS,187.88,982.92,6452,316
JFK,DEN,AA,180.74,811.06,101078,140
JFK,SFO,AS,225.42,1543.46,17432,370
JFK,SFO,AA,239.08,1543.46,30661,436
JFK,SFO,NK,273.91,1543.46,88062,46
JFK,MIA,AA,367.15,2602.91,75965,217
JFK,MIA,WN,405.3,2602.91,93495,158
JFK,MIA,F9,362.76,2602.91,15596,176
JFK,MIA,NK,434.46,2602.91,23027,326
JFK,SEA,AS,155.06,908.29,69176,455
JFK,SEA,AA,216.69,908.29,41168,123
JFK,SEA,WN,219.76,908.29,44155,49
JFK,SEA,NK,206.29,908.29,67410,281
JFK,BOS,WN,127.11,890.67,26356,88
JFK,BOS,NK,169.08,890.67,100142,48
JFK,BOS,UA,182.85,890.67,23718,331
JFK,BOS,AS,147.92,890.67,65264,298
JFK,BOS,DL,156.2,890.67,100098,358
JFK,LAS,AS,207.55,1399.41,83256,150
JFK,LAS,NK,180.65,1399.41,78018,269
JFK,LAS,F9,208.38,1399.41,10224,241
JFK,LAS,UA,180.72,1399.41,5429,435
JFK,LAS,DL,182.89,1399.41,38127,452
JFK,PHX,NK,270.14,1456.78,104285,31
JFK,IAH,WN,235.09,1553.42,59550,470
JFK,IAH,UA,268.2,1553.42,110256,375
JFK,IAH,B6,290.43,1553.42,11553,98
JFK,IAH,F9,254.99,1553.42,5630,234
JFK,MCO,UA,257.01,1268.54,89484,414
JFK,MCO,F9,262.79,1268.54,83191,43
JFK,MCO,NK,198.15,1268.54,43713,357
JFK,MCO,AS,220.32,1268.54,51167,380
JFK,EWR,UA,357.63,2591.87,86490,210
JFK,EWR,F9,341.54,2591.87,17401,490
JFK,EWR,AA,297.12,2591.87,11604,202
JFK,EWR,B6,372.13,2591.87,84843,426
JFK,EWR,DL,353.22,2591.87,17250,434
JFK,MSP,DL,105.73,345.58,28574,402
JFK,MSP,AS,97.57,345.58,64236,80
JFK,MSP,NK,91.32,345.58,20808,442
JFK,MSP,WN,92.63,345.58,103800,404
JFK,MSP,UA,132.59,345.58,71248,462
JFK,DTW,AA,273.85,1793.12,24203,404
JFK,DTW,AS,271.33,1793.12,82385,94
JFK,DTW,UA,229.51,1793.12,95026,220
JFK,DTW,B6,256.39,1793.12,48249,131
JFK,DTW,DL,248.98,1793.12,58722,395
JFK,PHL,WN,444.23,2713.99,118985,198
JFK,PHL,B6,464.66,2713.99,89407,235
JFK,PHL,DL,432.25,2713.99,61013,408
JFK,PHL,UA,383.63,2713.99,50552,224
JFK,LGA,WN,326.79,1811.66,7339,457
JFK,LGA,NK,314.15,1811.66,49155,62
JFK,CLT,DL,228.5,1423.3,109426,494
JFK,CLT,UA,204.34,1423.3,119841,240
JFK,CLT,AA,218.64,1423.3,116450,23
JFK,CLT,F9,185.41,1423.3,54881,267
JFK,CLT,NK,205.88,1423.3,49515,51
SFO,ATL,WN,350.25,2627.06,85691,84
SFO,ATL,AA,296.5,2627.06,18535,479
SFO,ATL,UA,375.07,2627.06,109258,435
SFO,LAX,F9,275.59,1838.37,2990,437
SFO,LAX,WN,319.08,1838.37,20097,382
SFO,ORD,NK,150.67,604.62,84248,244
SFO,ORD,AA,107.68,604.62,8732,473
SFO,ORD,UA,138.26,604.62,66013,18
SFO,ORD,DL,133.14,604.62,83331,133
SFO,ORD,AS,109.74,604.62,94681,229
SFO,DFW,AS,191.23,901.41,87580,278
SFO,DEN,DL,226.93,1568.32,73133,457
SFO,DEN,B6,230.18,1568.32,62121,208
SFO,DEN,NK,259.6,1568.32,49429,18
SFO,JFK,DL,325.6,2132.35,101622,397
SFO,JFK,UA,258.67,2132.35,44083,190
SFO,JFK,F9,289.28,2132.35,72067,339
SFO,MIA,F9,167.2,1496.33,18175,407
SFO,MIA,AS,164.58,1496.33,60488,113
SFO,SEA,WN,322.29,2514.48,41142,427
SFO,BOS,F9,256.7,1192.44,113981,149
SFO,BOS,UA,273.04,1192.44,16815,233
SFO,BOS,AA,227.6,1192.44,117086,235
SFO,BOS,DL,290.92,1192.44,117761,183
SFO,BOS,NK,238.54,1192.44,24986,264
SFO,LAS,B6,321.4,2117.7,79464,102
SFO,LAS,NK,234.54,2117.7,71996,62
SFO,LAS,AA,238.77,2117.7,10994,161
SFO,PHX,F9,240.49,1365.29,46577,382
SFO,PHX,B6,295.06,1365.29,114537,324
SFO,PHX,AS,220.22,1365.29,57508,415
SFO,IAH,DL,317.64,1977.96,67751,357
SFO,MCO,AA,268.91,2421.67,57932,44
SFO,MCO,DL,391.24,2421.67,31432,197
SFO,EWR,NK,270.42,1812.74,49123,400
SFO,EWR,B6,298.11,1812.74,10577,281
SFO,EWR,AA,273.99,1812.74,48596,342
SFO,MSP,WN,361.25,2139.19,51223,70
SFO,MSP,AA,341.33,2139.19,34811,370
SFO,MSP,NK,260.79,2139.19,58993,323
SFO,DTW,F9,142.68,639.32,23130,237
SFO,DTW,DL,137.64,639.32,12006,442
SFO,DTW,AA,129.5,639.32,42389,373
SFO,PHL,B6,408.99,2528.33,93798,368
SFO,LGA,AS,187.9,860.6,104317,414
SFO,LGA,B6,175.73,860.6,65252,293
SFO,CLT,AS,147.98,464.37,94469,279
SFO,CLT,WN,151.19,464.37,54343,431
SFO,CLT,B6,106.81,464.37,75853,172
SFO,CLT,DL,106.83,464.37,84692,248
SFO,CLT,AA,135.12,464.37,89643,75
MIA,ATL,UA,274.13,2378.48,40362,175
MIA,ATL,NK,283.58,2378.48,93473,495
MIA,ATL,DL,387.58,2378.48,68512,443
MIA,ATL,WN,287.48,2378.48,10836,335
MIA,ATL,AA,291.19,2378.48,72699,330
MIA,LAX,DL,176.84,721.59,20710,329
MIA,LAX,B6,249.81,721.59,94954,182
MIA,LAX,AS,252.0,721.59,110932,31
MIA,ORD,DL,135.15,413.65,76098,117
MIA,DFW,NK,416.9,2522.49,84636,257
MIA,DFW,B6,392.12,2522.49,32596,360
MIA,DFW,AS,309.4,2522.49,53727,47
MIA,DFW,AA,270.67,2522.49,90757,235
MIA,DFW,WN,339.86,2522.49,54976,114
MIA,DEN,UA,306.17,1098.29,45768,76
MIA,DEN,F9,234.27,1098.29,100201,297
MIA,DEN,AS,228.15,1098.29,14417,248
MIA,JFK,B6,180.36,1423.99,7132,206
MIA,SFO,NK,138.53,774.59,67966,460
MIA,SFO,DL,140.58,774.59,40941,56
MIA,SFO,F9,141.12,774.59,52043,133
MIA,SFO,UA,146.34,774.59,28699,34
MIA,SFO,B6,126.1,774.59,7124,315
MIA,SEA,B6,249.04,1377.32,95855,216
MIA,SEA,F9,208.44,1377.32,48464,36
MIA,SEA,AA,273.88,1377.32,75247,195
MIA,SEA,AS,239.27,1377.32,73012,207
MIA,BOS,F9,137.29,621.66,49415,183
MIA,BOS,NK,145.55,621.66,73616,396
MIA,BOS,B6,103.13,621.66,19409,270
MIA,BOS,UA,120.39,621.66,53110,33
MIA,BOS,AA,99.58,621.66,5600,180
MIA,LAS,F9,169.44,649.45,42250,325
MIA,LAS,DL,234.82,649.45,97404,313
MIA,LAS,B6,202.59,649.45,44589,270
MIA,LAS,AS,200.91,649.45,70274,298
MIA,PHX,F9,240.78,1220.89,55096,417
MIA,PHX,NK,256.39,1220.89,118303,362
MIA,PHX,AA,179.36,1220.89,82978,252
MIA,IAH,WN,259.55,1758.81,82947,406
MIA,IAH,AS,221.42,1758.81,110753,430
MIA,IAH,AA,205.99,1758.81,89724,303
MIA,MCO,WN,110.2,347.34,20348,114
MIA,EWR,F9,271.89,2064.44,74016,349
MIA,EWR,NK,300.2,2064.44,63201,170
MIA,EWR,AS,290.91,2064.44,23199,282
MIA,EWR,AA,303.14,2064.44,45369,356
MIA,MSP,F9,197.57,997.52,39508,370
MIA,MSP,DL,190.82,997.52,27668,260
MIA,MSP,NK,173.29,997.52,42055,296
MIA,DTW,B6,318.52,1991.56,52212,498
MIA,DTW,AA,316.7,1991.56,101827,158
MIA,DTW,F9,248.61,1991.56,6013,375
MIA,PHL,AS,357.54,2610.02,98455,113
MIA,LGA,B6,155.0,573.07,31863,352
MIA,LGA,F9,179.28,573.07,119144,336
MIA,LGA,AS,139.02,573.07,31018,221
MIA,LGA,UA,194.95,573.07,43792,61
MIA,LGA,DL,199.45,573.07,89785,12
MIA,CLT,UA,279.92,1926.35,38149,340
MIA,CLT,WN,365.41,1926.35,8254,55
MIA,CLT,AS,316.77,1926.35,85998,283
MIA,CLT,NK,338.48,1926.35,97321,489
MIA,CLT,B6,366.18,1926.35,5388,99
SEA,ATL,UA,235.34,765.78,114832,458
SEA,ATL,AA,149.93,765.78,5410,300
SEA,ATL,WN,159.06,765.78,79507,181
SEA,ATL,AS,191.39,765.78,37798,338
SEA,LAX,F9,152.13,782.03,21798,341
SEA,LAX,DL,151.31,782.03,34220,17
SEA,LAX,B6,126.42,782.03,97049,161
SEA,LAX,WN,148.43,782.03,74920,108
SEA,LAX,UA,144.29,782.03,23502,337
SEA,ORD,NK,182.58,1302.08,18930,489
SEA,ORD,B6,141.22,1302.08,33012,206
SEA,ORD,UA,179.88,1302.08,31370,146
SEA,ORD,AA,167.15,1302.08,43704,380
SEA,DFW,AA,89.41,455.31,40713,361
SEA,DFW,UA,128.2,455.31,66366,464
SEA,DFW,AS,120.41,455.31,92716,363
SEA,DFW,NK,113.75,455.31,15889,491
SEA,DFW,DL,99.97,455.31,39171,123
SEA,DEN,UA,176.41,682.96,79895,369
SEA,DEN,WN,224.6,682.96,72489,397
SEA,JFK,WN,203.7,1613.77,47919,298
SEA,JFK,NK,201.72,1613.77,15207,290
SEA,JFK,DL,255.58,1613.77,118843,303
SEA,JFK,B6,212.41,1613.77,70841,177
SEA,JFK,AA,257.38,1613.77,112499,69
SEA,SFO,F9,327.88,2547.22,7792,272
SEA,SFO,AA,328.41,2547.22,54950,39
SEA,MIA,F9,146.52,936.14,29060,33
SEA,MIA,AS,130.79,936.14,56034,42
SEA,MIA,UA,174.49,936.14,71431,488
SEA,MIA,AA,112.26,936.14,117707,488
SEA,MIA,WN,109.75,936.14,62375,219
SEA,BOS,UA,283.31,1903.81,55597,466
SEA,BOS,NK,293.94,1903.81,50632,479
SEA,LAS,NK,163.93,632.47,16049,285
SEA,LAS,AA,196.22,632.47,52018,382
SEA,LAS,AS,224.43,632.47,29688,397
SEA,LAS,B6,237.67,632.47,3479,247
SEA,PHX,NK,246.89,1451.56,25204,381
SEA,PHX,B6,166.66,1451.56,100834,424
SEA,PHX,WN,196.47,1451.56,87033,402
SEA,PHX,DL,242.19,1451.56,116335,133
SEA,PHX,F9,162.23,1451.56,27511,314
SEA,IAH,F9,253.46,1794.46,6880,32
SEA,MCO,F9,333.03,2185.96,18867,158
SEA,MCO,DL,382.4,2185.96,31192,384
SEA,MCO,B6,303.75,2185.96,76011,316
SEA,MCO,NK,359.72,2185.96,101758,174
SEA,EWR,B6,328.5,2764.24,54706,41
SEA,EWR,DL,440.5,2764.24,73470,460
SEA,MSP,NK,313.47,1539.05,84820,412
SEA,MSP,B6,264.81,1539.05,69242,223
SEA,DTW,UA,264.09,2186.04,111824,449
SEA,DTW,F9,252.37,2186.04,93243,247
SEA,DTW,WN,312.85,2186.04,8052,223
SEA,DTW,DL,308.17,2186.04,73544,208
SEA,PHL,B6,193.84,1125.66,59454,57
SEA,PHL,DL,184.14,1125.66,70706,107
SEA,LGA,B6,267.53,1242.92,5683,106
SEA,CLT,WN,376.25,2692.55,25406,70
SEA,CLT,F9,381.76,2692.55,98394,255
SEA,CLT,DL,337.12,2692.55,32297,370
SEA,CLT,UA,293.21,2692.55,27305,132
SEA,CLT,B6,282.2,2692.55,72862,154
BOS,ATL,F9,187.46,1071.06,116211,60
BOS,ATL,B6,230.72,1071.06,105726,250
BOS,ATL,AS,218.07,1071.06,100328,478
BOS,ATL,UA,176.14,1071.06,27124,221
BOS,LAX,WN,310.81,2153.13,73023,306
BOS,ORD,B6,188.97,875.05,32708,345
BOS,ORD,DL,174.41,875.05,90264,400
BOS,ORD,NK,188.01,875.05,108187,380
BOS,ORD,UA,210.6,875.05,84608,245
BOS,DFW,AS,198.43,649.9,24623,287
BOS,DFW,DL,201.61,649.9,84623,278
BOS,DEN,DL,280.96,2662.97,100683,80
BOS,JFK,DL,128.92,677.57,60270,326
BOS,JFK,AS,148.09,677.57,84088,325
BOS,SFO,F9,234.76,1679.11,69891,284
BOS,SFO,AA,163.48,1679.11,38076,426
BOS,SFO,NK,229.89,1679.11,91969,422
BOS,SFO,B6,179.87,1679.11,119745,480
