Origin,Dest,Carrier,avg_fare_weighted,avg_distance_weighted,total_passengers,row_count
LAX,BOS,B6,236.66,1706.59,93375,109
LAX,LAS,DL,162.09,359.97,15956,116
LAX,PHX,NK,291.81,1701.04,1980,363
LAX,PHX,WN,241.51,1701.04,37413,44
LAX,PHX,AA,247.48,1701.04,40840,291
LAX,PHX,UA,308.27,1701.04,42957,68
LAX,PHX,B6,251.78,1701.04,90393,212
LAX,IAH,AA,437.33,2384.56,63297,418
LAX,IAH,NK,390.31,2384.56,5160,256
LAX,IAH,DL,387.11,2384.56,20866,466
LAX,IAH,AS,371.42,2384.56,113906,181
LAX,IAH,UA,414.36,2384.56,61116,221
LAX,MCO,B6,283.16,1712.36,73268,116
LAX,EWR,AS,159.09,1001.15,49683,441
LAX,EWR,NK,155.13,1001.15,22253,209
LAX,EWR,UA,156.86,1001.15,25060,452
LAX,EWR,AA,168.03,1001.15,103043,371
LAX,EWR,DL,136.8,1001.15,112936,26
LAX,MSP,NK,392.53,2492.62,109218,120
LAX,MSP,AA,292.75,2492.62,69325,67
LAX,MSP,WN,367.02,2492.62,49549,408
LAX,DTW,DL,275.91,1564.99,119114,107
LAX,DTW,WN,331.56,1564.99,45079,385
LAX,PHL,B6,449.06,2355.35,89198,115
LAX,PHL,NK,283.45,2355.35,95470,208
LAX,PHL,UA,426.91,2355.35,94043,69
LAX,PHL,DL,330.99,2355.35,1038,32
LAX,PHL,AA,424.02,2355.35,90553,456
LAX,LGA,AS,220.29,1467.19,68733,391
LAX,CLT,AA,214.77,1897.13,26787,151
LAX,CLT,B6,229.94,1897.13,70266,235
LAX,CLT,UA,205.8,1897.13,88465,86
ORD,ATL,B6,116.19,338.14,67878,287
ORD,ATL,AA,146.69,338.14,46416,148
ORD,LAX,B6,172.58,912.06,80881,286
ORD,LAX,F9,114.31,912.06,58649,24
ORD,DFW,AA,144.56,515.3,92863,313
ORD,DFW,F9,160.36,515.3,83005,368
ORD,DFW,WN,145.89,515.3,58936,169
ORD,DFW,NK,159.13,515.3,44059,375
ORD,DEN,DL,175.93,532.29,92066,243
ORD,DEN,NK,194.32,532.29,41183,373
ORD,DEN,WN,175.68,532.29,100965,128
ORD,DEN,B6,148.32,532.29,29833,468
ORD,DEN,F9,158.04,532.29,81363,196
ORD,JFK,UA,348.5,2271.95,59912,43
ORD,JFK,AS,285.96,2271.95,62803,255
ORD,JFK,NK,408.31,2271.95,60955,154
ORD,JFK,F9,325.31,2271.95,101155,304
ORD,SFO,DL,358.63,2343.88,43212,46
ORD,SFO,WN,316.38,2343.88,104365,246
ORD,MIA,NK,239.86,1669.87,50807,116
ORD,MIA,DL,330.27,1669.87,107181,230
ORD,MIA,B6,371.47,1669.87,103301,300
ORD,MIA,F9,279.62,1669.87,103696,365
ORD,SEA,UA,319.83,1974.01,93811,259
ORD,SEA,AS,322.47,1974.01,15484,247
ORD,BOS,DL,222.76,740.44,9623,360
ORD,BOS,NK,222.57,740.44,107201,429
ORD,BOS,WN,195.31,740.44,50164,340
ORD,LAS,DL,173.31,844.03,76622,335
ORD,PHX,UA,265.13,1952.2,38707,305
ORD,IAH,WN,205.63,1049.34,89571,492
ORD,IAH,DL,250.24,1049.34,57480,478
ORD,IAH,AS,279.66,1049.34,45623,308
ORD,IAH,UA,238.77,1049.34,1564,271
ORD,MCO,UA,167.67,1223.06,7463,296
ORD,MCO,NK,270.09,1223.06,108077,66
ORD,MCO,F9,197.14,1223.06,113385,25
ORD,MCO,AA,212.8,1223.06,31333,312
ORD,EWR,AS,187.9,1253.91,87333,81
ORD,EWR,F9,228.38,1253.91,25171,441
ORD,EWR,WN,258.53,1253.91,47723,88
ORD,EWR,NK,275.22,1253.91,38310,353
ORD,MSP,UA,117.48,479.36,95047,346
ORD,MSP,AA,121.74,479.36,57743,79
ORD,DTW,UA,322.83,1905.61,60272,366
ORD,PHL,NK,220.65,1680.13,47070,227
ORD,PHL,B6,194.27,1680.13,79742,265
ORD,PHL,DL,281.71,1680.13,111492,374
ORD,PHL,WN,225.91,1680.13,66262,484
ORD,PHL,F9,263.03,1680.13,72087,27
ORD,LGA,F9,314.82,2062.21,63615,50
ORD,CLT,B6,202.96,1592.37,80463,251
ORD,CLT,WN,281.49,1592.37,83162,352
DFW,ATL,B6,352.33,1832.6,70627,250
DFW,LAX,F9,244.58,1352.54,105124,95
DFW,LAX,B6,296.27,1352.54,5130,315
DFW,LAX,AS,245.8,1352.54,98728,411
DFW,LAX,UA,240.17,1352.54,74386,332
DFW,ORD,UA,328.55,2322.24,38093,74
DFW,ORD,B6,264.27,2322.24,66769,411
DFW,ORD,AA,291.87,2322.24,36918,325
DFW,ORD,F9,295.52,2322.24,37327,141
DFW,DEN,DL,258.09,1809.55,97357,238
DFW,JFK,UA,180.24,890.49,69625,185
DFW,JFK,F9,187.95,890.49,11562,314
DFW,JFK,AS,128.42,890.49,108204,263
DFW,SFO,NK,298.1,2115.0,76227,186
DFW,SFO,DL,286.34,2115.0,7620,396
DFW,SFO,AS,219.14,2115.0,107917,95
DFW,SFO,WN,255.24,2115.0,61319,164
DFW,MIA,WN,200.26,1486.47,114569,157
DFW,MIA,F9,201.65,1486.47,105004,357
DFW,MIA,AS,252.14,1486.47,41877,359
DFW,MIA,NK,167.06,1486.47,5876,282
DFW,SEA,NK,360.68,2445.89,35507,140
DFW,SEA,B6,327.93,2445.89,86266,246
DFW,SEA,AS,341.61,2445.89,101838,133
DFW,BOS,WN,217.47,1669.03,109511,220
DFW,BOS,B6,277.1,1669.03,13305,360
DFW,BOS,UA,254.44,1669.03,58950,381
DFW,BOS,DL,241.45,1669.03,37632,27
DFW,BOS,AS,289.37,1669.03,3606,39
DFW,LAS,WN,170.2,515.97,49777,470
DFW,LAS,B6,163.39,515.97,85422,104
DFW,LAS,AS,129.05,515.97,117940,104
DFW,LAS,AA,142.91,515.97,33705,348
DFW,LAS,NK,168.87,515.97,10424,482
DFW,PHX,NK,332.5,2224.7,21729,151
DFW,PHX,AS,232.18,2224.7,102356,208
DFW,PHX,F9,362.56,2224.7,44101,142
DFW,IAH,UA,270.21,1529.3,80493,340
DFW,IAH,WN,231.67,1529.3,64994,286
DFW,IAH,AA,275.45,1529.3,101256,324
DFW,MCO,F9,206.51,2088.5,10057,382
DFW,EWR,F9,190.37,672.14,5459,146
DFW,EWR,AA,193.35,672.14,20371,473
DFW,EWR,WN,182.8,672.14,51792,273
DFW,MSP,F9,240.38,1650.32,90842,256
DFW,MSP,WN,215.45,1650.32,16386,488
DFW,MSP,NK,192.21,1650.32,47544,165
DFW,MSP,AA,164.55,1650.32,53009,500
DFW,DTW,AS,346.37,1636.57,11045,399
DFW,PHL,WN,114.34,398.33,25535,209
DFW,PHL,DL,102.77,398.33,118000,362
DFW,PHL,B6,125.63,398.33,47589,463
DFW,LGA,WN,180.07,363.41,31758,42
DFW,LGA,DL,184.5,363.41,104405,167
DFW,LGA,AA,183.93,363.41,65994,437
DFW,LGA,NK,176.63,363.41,106901,18
DFW,CLT,AS,160.95,440.14,6111,118
DEN,ATL,F9,301.22,2612.04,19058,19
DEN,ATL,AS,361.54,2612.04,62263,326
DEN,ATL,B6,265.72,2612.04,6503,342
DEN,ATL,DL,232.79,2612.04,17609,333
DEN,ATL,NK,361.18,2612.04,7048,430
DEN,LAX,F9,350.23,1828.06,8883,64
DEN,ORD,F9,320.12,1787.44,8771,228
DEN,DFW,NK,334.74,2739.63,18500,416
DEN,DFW,UA,411.85,2739.63,28448,313
DEN,DFW,AA,337.17,2739.63,23234,71
DEN,JFK,UA,150.97,720.13,22127,483
DEN,JFK,NK,121.5,720.13,76782,61
DEN,JFK,WN,181.23,720.13,104184,323
DEN,SFO,UA,109.08,315.87,12183,313
DEN,SFO,AA,89.08,315.87,116749,365
DEN,SFO,WN,113.12,315.87,106329,253
DEN,SFO,NK,81.66,315.87,91248,83
DEN,MIA,F9,376.68,2645.22,5431,377
DEN,MIA,WN,379.39,2645.22,66021,55
DEN,MIA,DL,416.16,2645.22,82707,164
DEN,SEA,NK,181.14,889.1,69994,326
DEN,SEA,AA,173.12,889.1,47935,286
DEN,SEA,B6,127.89,889.1,67024,404
DEN,BOS,B6,234.95,784.3,90316,476
DEN,BOS,AA,201.66,784.3,62682,91
DEN,LAS,AA,229.34,1912.15,57473,325
DEN,PHX,AA,245.11,2612.15,103456,273
DEN,PHX,F9,251.4,2612.15,15712,130
DEN,PHX,AS,307.67,2612.15,95055,306
DEN,PHX,NK,303.79,2612.15,43225,392
DEN,IAH,WN,160.21,1115.33,97198,112
DEN,IAH,NK,198.32,1115.33,49721,47
DEN,IAH,AA,173.94,1115.33,62233,37
DEN,MCO,UA,174.77,745.15,60496,333
DEN,MCO,DL,194.04,745.15,47501,113
DEN,MCO,B6,130.13,745.15,44525,364
DEN,MCO,WN,125.04,745.15,75036,79
DEN,EWR,F9,177.97,1446.45,45533,161
DEN,MSP,UA,216.56,1745.3,30607,448
DEN,MSP,NK,268.28,1745.3,68889,120
DEN,MSP,AS,266.26,1745.3,78039,246
DEN,MSP,B6,207.32,1745.3,37091,229
DEN,MSP,DL,317.51,1745.3,96992,136
DEN,DTW,NK,415.93,2529.56,20025,469
DEN,DTW,B6,333.86,2529.56,1165,32
DEN,DTW,DL,428.75,2529.56,5750,385
DEN,PHL,AA,330.33,2324.29,13344,133
DEN,PHL,WN,347.39,2324.29,11390,16
DEN,PHL,B6,375.28,2324.29,91353,496
DEN,PHL,NK,278.87,2324.29,29074,161
DEN,PHL,AS,361.74,2324.29,31834,56
DEN,LGA,F9,297.53,1972.59,60699,392
DEN,CLT,AA,203.39,762.36,82657,334
DEN,CLT,WN,242.41,762.36,678,46
DEN,CLT,NK,245.67,762.36,50946,180
DEN,CLT,DL,160.87,762.36,70088,228
DEN,CLT,AS,184.22,762.36,99182,494
JFK,ATL,WN,281.46,2139.4,119776,464
JFK,ATL,NK,211.71,2139.4,7258,197
JFK,ATL,AS,274.59,2139.4,61494,197
JFK,ATL,AA,219.67,2139.4,48529,296
JFK,ATL,UA,206.27,2139.4,92889,373
JFK,LAX,UA,164.68,896.58,63217,395
JFK,LAX,F9,174.11,896.58,76537,369
JFK,ORD,WN,182.49,1181.78,89658,37
JFK,ORD,UA,177.97,1181.78,8805,241
JFK,DFW,DL,284.79,1995.77,38807,198
JFK,DFW,WN,315.51,1995.77,105344,364
JFK,DFW,AS,357.81,1995.77,106510,462
JFK,DFW,B6,248.2,1995.77,9101,462
JFK,DEN,DL,201.17,1020.93,14834,67
JFK,DEN,AA,199.25,1020.93,91867,87
JFK,DEN,WN,205.67,1020.93,115187,497
JFK,DEN,F9,184.97,1020.93,82718,223
JFK,SFO,UA,203.64,2144.27,25280,456
JFK,SFO,WN,224.39,2144.27,105618,495
JFK,SFO,F9,274.88,2144.27,68607,220
JFK,SFO,NK,237.91,2144.27,76351,340
JFK,SFO,B6,235.89,2144.27,103630,313
JFK,MIA,F9,285.23,2545.7,103950,257
JFK,MIA,WN,394.22,2545.7,49245,404
JFK,MIA,UA,252.61,2545.7,111323,190
JFK,MIA,B6,315.27,2545.7,37774,95
JFK,MIA,DL,387.07,2545.7,81585,374
JFK,SEA,B6,145.95,894.76,42000,235
JFK,SEA,DL,132.2,894.76,34632,115
JFK,SEA,NK,154.85,894.76,74226,350
JFK,SEA,AS,173.03,894.76,42042,85
JFK,SEA,F9,137.48,894.76,49378,93
JFK,BOS,B6,294.33,2221.3,42471,388
JFK,BOS,AA,431.69,2221.3,72084,179
JFK,BOS,NK,386.41,2221.3,85335,252
JFK,BOS,WN,316.75,2221.3,117937,493
JFK,BOS,F9,432.55,2221.3,99349,303
JFK,LAS,F9,244.29,2022.87,118487,357
JFK,LAS,UA,255.73,2022.87,72715,22
JFK,PHX,WN,223.98,1115.92,26078,123
JFK,PHX,F9,260.12,1115.92,102904,152
JFK,PHX,UA,166.45,1115.92,26152,285
JFK,PHX,AA,209.83,1115.92,111839,353
JFK,IAH,NK,157.68,786.13,79808,38
JFK,MCO,NK,243.74,2434.51,49367,186
JFK,MCO,DL,288.48,2434.51,46552,238
JFK,MCO,AS,326.72,2434.51,115096,120
JFK,EWR,NK,181.51,709.48,118166,468
JFK,EWR,F9,156.02,709.48,54789,310
JFK,EWR,WN,151.22,709.48,78872,116
JFK,EWR,UA,186.06,709.48,40245,454
JFK,MSP,AS,136.97,316.55,36325,294
JFK,MSP,AA,157.08,316.55,61070,396
JFK,MSP,B6,122.33,316.55,18447,436
JFK,MSP,WN,128.47,316.55,50539,261
JFK,MSP,NK,164.73,316.55,6035,164
JFK,DTW,B6,79.1,367.1,34929,337
JFK,DTW,WN,93.11,367.1,109845,73
JFK,DTW,F9,94.33,367.1,86196,157
JFK,DTW,NK,74.07,367.1,55177,474
JFK,DTW,DL,93.45,367.1,90656,24
JFK,PHL,B6,322.86,1532.63,78997,307
JFK,LGA,NK,390.66,2735.65,49416,304
JFK,LGA,F9,452.2,2735.65,2799,93
JFK,LGA,UA,306.7,2735.65,76738,173
JFK,LGA,WN,458.31,2735.65,60929,79
JFK,CLT,UA,177.67,1202.91,47159,159
JFK,CLT,AA,241.27,1202.91,69917,49
JFK,CLT,F9,193.31,1202.91,67853,331
SFO,ATL,DL,282.91,2181.57,114852,442
SFO,ATL,B6,354.31,2181.57,90280,148
SFO,LAX,DL,179.04,1179.07,18450,200
SFO,LAX,B6,176.23,1179.07,102579,184
SFO,LAX,NK,149.02,1179.07,119878,121
SFO,ORD,WN,229.11,771.04,80903,497
SFO,ORD,NK,244.76,771.04,69398,374
SFO,DFW,DL,335.43,2347.11,63351,363
SFO,DFW,WN,299.41,2347.11,48022,236
SFO,DFW,NK,445.51,2347.11,117118,277
SFO,DFW,AA,442.51,2347.11,100585,98
SFO,DFW,B6,327.94,2347.11,93547,391
SFO,DEN,WN,153.84,621.79,90683,74
SFO,JFK,UA,202.38,1362.01,15143,406
SFO,JFK,AA,284.36,1362.01,63972,31
SFO,MIA,DL,312.07,2282.64,8268,475
SFO,MIA,AA,247.85,2282.64,33662,164
SFO,SEA,DL,367.34,2255.93,27422,112
SFO,BOS,AS,221.18,526.95,36856,188
SFO,BOS,AA,152.77,526.95,46663,266
SFO,LAS,WN,299.89,2348.97,69815,108
SFO,LAS,B6,292.43,2348.97,37443,396
SFO,LAS,NK,264.79,2348.97,70902,381
SFO,LAS,AA,416.62,2348.97,13434,481
SFO,LAS,AS,404.59,2348.97,66585,253
SFO,PHX,UA,398.51,2694.37,47007,227
SFO,PHX,WN,326.41,2694.37,28585,218
SFO,PHX,AS,364.57,2694.37,15290,170
SFO,IAH,F9,111.84,575.79,100412,157
SFO,MCO,AA,195.69,1261.95,96991,440
SFO,MCO,F9,186.88,1261.95,58690,218
SFO,MCO,UA,264.57,1261.95,38588,229
SFO,MCO,WN,251.45,1261.95,25244,468
SFO,MCO,NK,245.89,1261.95,110739,490
SFO,EWR,UA,209.17,1529.12,57917,356
SFO,EWR,AA,169.42,1529.12,11641,212
SFO,EWR,AS,226.16,1529.12,53010,62
SFO,MSP,DL,399.47,2738.02,78482,216
SFO,MSP,UA,299.58,2738.02,16590,227
SFO,DTW,B6,312.61,1784.12,105486,214
SFO,DTW,NK,289.2,1784.12,47174,318
SFO,DTW,AS,360.49,1784.12,53511,271
SFO,DTW,F9,243.44,1784.12,37054,242
SFO,PHL,DL,226.48,926.72,82861,25
SFO,LGA,AA,396.94,2375.78,4006,205
SFO,CLT,AS,364.06,2200.43,68650,415
SFO,CLT,DL,277.08,2200.43,61582,348
SFO,CLT,UA,321.41,2200.43,65760,143
SFO,CLT,B6,298.87,2200.43,71598,450
SFO,CLT,AA,330.08,2200.43,71348,497
MIA,ATL,NK,273.54,2500.31,59497,202
MIA,LAX,F9,347.46,1691.67,40220,94
MIA,LAX,AA,283.97,1691.67,64919,169
MIA,LAX,NK,278.16,1691.67,94311,401
MIA,LAX,DL,303.3,1691.67,14836,261
MIA,ORD,F9,232.32,1278.46,50018,190
MIA,ORD,WN,270.13,1278.46,100962,174
MIA,ORD,B6,170.62,1278.46,8550,33
MIA,ORD,DL,255.37,1278.46,17303,188
MIA,ORD,AA,245.43,1278.46,106609,23
MIA,DFW,NK,154.73,1162.86,46541,135
MIA,DFW,AA,171.37,1162.86,32955,169
MIA,DFW,WN,157.39,1162.86,78164,362
MIA,DEN,B6,113.68,586.18,71071,245
MIA,JFK,NK,323.4,1769.97,50010,175
MIA,JFK,UA,252.98,1769.97,75543,260
MIA,JFK,AA,341.36,1769.97,13614,115
MIA,JFK,WN,312.43,1769.97,44535,425
MIA,SFO,UA,221.3,1208.34,65636,413
MIA,SFO,B6,241.58,1208.34,10372,284
MIA,SFO,F9,186.84,1208.34,28559,34
MIA,SEA,NK,371.2,1861.43,94571,58
MIA,SEA,F9,294.15,1861.43,78076,44
MIA,SEA,DL,364.67,1861.43,74742,253
MIA,BOS,WN,232.76,1561.6,87460,112
MIA,BOS,UA,217.79,1561.6,54804,329
MIA,BOS,AA,223.33,1561.6,68050,400
MIA,BOS,NK,193.67,1561.6,72270,19
MIA,LAS,UA,215.57,969.84,106528,403
MIA,LAS,B6,197.98,969.84,119360,299
MIA,LAS,WN,216.77,969.84,95738,277
MIA,LAS,DL,191.22,969.84,26799,85
MIA,LAS,AS,170.41,969.84,32006,360
MIA,PHX,NK,317.92,2450.46,83590,221
MIA,PHX,WN,427.23,2450.46,35487,340
MIA,PHX,UA,327.24,2450.46,21548,317
MIA,IAH,NK,143.61,583.9,32689,168
MIA,IAH,DL,124.94,583.9,61338,233
MIA,MCO,AA,122.95,641.08,105821,291
MIA,MCO,DL,146.95,641.08,23566,31
MIA,MCO,NK,136.57,641.08,95196,20
MIA,MCO,UA,161.04,641.08,7751,52
MIA,EWR,B6,359.22,2551.44,48136,463
MIA,EWR,NK,315.77,2551.44,12336,439
MIA,EWR,AA,386.27,2551.44,95426,130
MIA,MSP,DL,340.56,1604.89,102095,138
MIA,DTW,DL,304.9,2232.98,109595,209
MIA,DTW,F9,327.8,2232.98,106123,130
MIA,DTW,B6,253.77,2232.98,55926,64
MIA,DTW,AA,253.23,2232.98,23457,150
MIA,PHL,NK,211.82,1525.9,15306,226
MIA,PHL,UA,252.3,1525.9,62740,152
MIA,PHL,B6,263.53,1525.9,115769,84
MIA,PHL,AA,229.37,1525.9,48078,198
MIA,LGA,AA,192.32,387.02,105218,363
MIA,LGA,AS,171.94,387.02,103889,139
MIA,LGA,B6,150.22,387.02,72947,337
MIA,CLT,DL,390.43,2444.12,119747,484
MIA,CLT,B6,289.82,2444.12,33993,489
MIA,CLT,F9,359.31,2444.12,108333,162
SEA,ATL,UA,334.65,1878.38,100998,414
SEA,ATL,WN,279.42,1878.38,4940,51
SEA,LAX,F9,269.79,2093.47,108010,92
SEA,LAX,AS,295.26,2093.47,92051,43
SEA,LAX,WN,320.63,2093.47,46618,383
SEA,LAX,UA,340.76,2093.47,107117,177
SEA,ORD,AA,232.43,1875.39,18337,112
SEA,ORD,NK,276.28,1875.39,82852,304
SEA,ORD,F9,248.05,1875.39,11278,137
SEA,ORD,DL,335.44,1875.39,68181,403
SEA,DFW,NK,384.14,2648.55,114992,143
SEA,DFW,F9,376.29,2648.55,23238,433
SEA,DEN,B6,184.52,1336.24,115370,437
SEA,DEN,DL,202.53,1336.24,116412,20
SEA,DEN,AA,235.45,1336.24,3510,341
SEA,JFK,WN,277.22,2053.15,53064,317
SEA,JFK,AA,218.63,2053.15,34599,500
SEA,JFK,F9,221.24,2053.15,48724,300
SEA,JFK,DL,201.74,2053.15,15881,279
SEA,JFK,UA,296.64,2053.15,57537,485
SEA,SFO,F9,184.24,776.36,103014,392
SEA,SFO,AA,195.68,776.36,65271,230
SEA,SFO,DL,178.35,776.36,112741,120
SEA,SFO,AS,185.89,776.36,108514,356
SEA,MIA,NK,234.5,1321.31,38536,130
SEA,MIA,DL,186.69,1321.31,81460,137
SEA,BOS,F9,260.61,1472.2,91335,118
SEA,BOS,AA,258.78,1472.2,93998,226
SEA,BOS,NK,286.66,1472.2,96982,47
SEA,LAS,AA,216.36,430.28,62226,320
SEA,PHX,AA,156.41,1056.27,49114,466
SEA,PHX,F9,148.18,1056.27,73842,101
SEA,PHX,UA,159.81,1056.27,34616,262
SEA,PHX,B6,223.74,1056.27,44956,77
SEA,PHX,WN,173.12,1056.27,12250,281
SEA,IAH,UA,126.67,410.41,114752,153
SEA,IAH,F9,96.51,410.41,98518,230
SEA,IAH,AA,123.19,410.41,37583,144
SEA,IAH,NK,119.59,410.41,80838,484
SEA,MCO,AS,302.83,1088.86,100596,294
SEA,MCO,WN,299.6,1088.86,112308,335
SEA,MCO,DL,242.26,1088.86,105124,106
SEA,EWR,AA,185.09,757.85,21937,233
SEA,EWR,DL,208.3,757.85,15707,484
SEA,MSP,AA,267.4,1513.0,111365,85
SEA,MSP,WN,224.73,1513.0,16707,114
SEA,MSP,UA,217.18,1513.0,114293,437
SEA,MSP,B6,270.88,1513.0,22558,431
SEA,DTW,WN,310.92,1615.04,55080,136
SEA,DTW,B6,258.83,1615.04,101196,58
SEA,DTW,AA,237.92,1615.04,116809,155
SEA,PHL,NK,298.13,1233.9,14402,88
SEA,LGA,DL,250.85,1450.58,63395,499
SEA,CLT,AA,395.13,1940.43,43087,385
SEA,CLT,UA,396.68,1940.43,119366,301
SEA,CLT,F9,280.96,1940.43,17450,34
BOS,ATL,AS,290.87,2159.5,79443,214
BOS,ATL,NK,261.01,2159.5,33944,404
BOS,ATL,AA,293.44,2159.5,113944,20
BOS,LAX,UA,355.1,2248.73,99139,88
BOS,LAX,WN,263.93,2248.73,16307,420
BOS,ORD,B6,175.81,1197.61,48663,260
BOS,ORD,AS,206.83,1197.61,58885,253
BOS,ORD,F9,180.0,1197.61,35690,226
BOS,ORD,DL,196.1,1197.61,12325,425
BOS,DFW,UA,227.08,1365.04,45293,356
BOS,DFW,WN,198.34,1365.04,29890,375
BOS,DFW,AS,223.32,1365.04,20825,279
BOS,DEN,DL,418.78,2568.02,19978,360
BOS,DEN,UA,307.97,2568.02,118845,137
BOS,DEN,WN,328.6,2568.02,69062,301
BOS,DEN,AS,348.58,2568.02,6755,479
BOS,DEN,AA,342.49,2568.02,6410,271
BOS,JFK,NK,245.43,2332.06,77251,267
BOS,JFK,AA,250.13,2332.06,2632,348
BOS,JFK,WN,259.7,2332.06,61170,103
BOS,JFK,B6,290.85,2332.06,110981,52
BOS,SFO,B6,268.48,2193.39,106384,480
BOS,SFO,UA,346.92,2193.39,114708,118
BOS,SFO,F9,241.58,2193.39,24759,319
BOS,SFO,WN,355.79,2193.39,34489,64
BOS,MIA,AA,159.3,333.26,60814,454
BOS,MIA,F9,178.34,333.26,86708,318
BOS,MIA,WN,145.04,333.26,95646,326
BOS,MIA,NK,178.91,333.26,107078,194
BOS,SEA,B6,103.54,334.69,2582,106
BOS,SEA,AA,73.36,334.69,113092,256
BOS,SEA,DL,78.7,334.69,85516,133
BOS,SEA,AS,110.13,334.69,57619,449
BOS,LAS,WN,232.24,1484.97,22271,388
BOS,LAS,AA,189.81,1484.97,92590,258
BOS,LAS,UA,150.31,1484.97,62299,240
BOS,LAS,F9,171.01,1484.97,77206,160
BOS,LAS,DL,225.47,1484.97,75136,210
BOS,PHX,AS,137.66,319.69,93966,222
BOS,IAH,B6,303.68,1515.25,80649,473
BOS,IAH,AA,295.58,1515.25,107545,128
BOS,IAH,WN,198.92,1515.25,94123,19
BOS,IAH,AS,260.7,1515.25,55812,293
