Origin,Dest,Carrier,avg_fare_weighted,avg_distance_weighted,total_passengers,row_count
LAX,DEN,WN,148.21,741.61,80119,231
LAX,DEN,UA,161.48,741.61,14811,340
LAX,DEN,DL,181.15,741.61,33129,122
LAX,DEN,F9,117.02,741.61,15597,28
LAX,JFK,B6,252.9,988.65,92186,210
LAX,JFK,DL,185.79,988.65,51996,385
LAX,JFK,AA,270.78,988.65,108512,147
LAX,JFK,F9,197.19,988.65,65403,412
LAX,JFK,AS,212.69,988.65,27183,157
LAX,SFO,B6,296.21,1558.1,62989,446
LAX,SFO,AS,289.73,1558.1,119338,97
LAX,SFO,AA,288.91,1558.1,41802,95
LAX,SFO,NK,244.68,1558.1,25055,243
LAX,SFO,DL,324.47,1558.1,19090,351
LAX,MIA,NK,427.97,2735.93,22877,446
LAX,MIA,UA,411.98,2735.93,1775,252
LAX,MIA,AA,300.63,2735.93,76935,457
LAX,MIA,DL,389.17,2735.93,32941,33
LAX,SEA,B6,367.65,2388.4,22428,406
LAX,BOS,DL,221.39,1061.51,59825,189
LAX,LAS,B6,294.22,1446.88,39970,466
LAX,LAS,AS,302.42,1446.88,68373,448
LAX,LAS,WN,318.67,1446.88,113894,315
LAX,LAS,UA,218.13,1446.88,63985,361
LAX,LAS,F9,296.52,1446.88,68566,20
LAX,PHX,NK,226.59,850.64,47318,135
LAX,PHX,F9,252.86,850.64,76205,230
LAX,IAH,WN,176.38,784.61,84220,150
LAX,IAH,AS,229.98,784.61,115469,288
LAX,IAH,AA,259.46,784.61,118362,500
LAX,MCO,UA,193.35,1277.57,36708,31
LAX,MCO,F9,214.7,1277.57,76458,185
LAX,MCO,AS,224.04,1277.57,109836,231
LAX,MCO,NK,208.11,1277.57,104745,415
LAX,MCO,B6,197.17,1277.57,104353,66
LAX,EWR,F9,261.54,2618.08,89749,158
LAX,MSP,UA,234.76,2299.46,5867,432
LAX,MSP,F9,222.63,2299.46,78235,260
LAX,MSP,WN,207.34,2299.46,40584,190
LAX,MSP,NK,314.43,2299.46,87040,35
LAX,MSP,AA,224.47,2299.46,33455,459
LAX,DTW,UA,231.18,976.67,26285,480
LAX,DTW,AA,215.11,976.67,11079,26
LAX,DTW,AS,288.16,976.67,62520,137
LAX,PHL,NK,365.46,2600.49,23215,357
LAX,PHL,WN,324.68,2600.49,115310,306
LAX,PHL,AA,385.63,2600.49,18742,112
LAX,PHL,UA,293.14,2600.49,33270,293
LAX,LGA,B6,151.76,513.99,82855,103
LAX,LGA,UA,175.42,513.99,49778,436
LAX,CLT,DL,322.06,2035.33,90305,249
LAX,CLT,F9,282.38,2035.33,46924,225
LAX,CLT,B6,287.06,2035.33,54273,477
LAX,CLT,WN,226.5,2035.33,73757,402
ORD,ATL,DL,371.58,2567.12,76564,75
ORD,ATL,NK,377.04,2567.12,81881,299
ORD,ATL,F9,333.07,2567.12,115555,396
ORD,ATL,B6,350.55,2567.12,111269,216
ORD,LAX,F9,411.52,2318.7,60822,53
ORD,DFW,B6,353.53,2374.74,44210,430
ORD,DEN,F9,321.15,2460.79,77126,388
ORD,DEN,AS,233.41,2460.79,94472,114
ORD,DEN,UA,246.27,2460.79,68167,389
ORD,JFK,UA,207.7,1052.23,1345,329
ORD,JFK,DL,155.47,1052.23,90648,44
ORD,JFK,AS,151.36,1052.23,504,460
ORD,JFK,NK,183.03,1052.23,16364,136
ORD,SFO,DL,106.02,361.64,51711,72
ORD,SFO,WN,128.36,361.64,39811,104
ORD,MIA,B6,282.01,1831.9,86766,231
ORD,MIA,NK,284.44,1831.9,19668,104
ORD,SEA,WN,264.77,1578.79,26760,158
ORD,SEA,DL,289.18,1578.79,38438,311
ORD,BOS,AS,237.79,1264.55,61312,227
ORD,BOS,F9,191.94,1264.55,19920,244
ORD,BOS,UA,255.16,1264.55,16245,15
ORD,BOS,WN,224.33,1264.55,76592,340
ORD,LAS,F9,408.95,2506.06,1695,193
ORD,LAS,AA,389.0,2506.06,66119,267
ORD,LAS,UA,308.69,2506.06,28127,371
ORD,LAS,DL,315.31,2506.06,69320,42
ORD,LAS,WN,357.33,2506.06,23371,190
ORD,PHX,AS,260.97,2262.4,52133,439
ORD,PHX,WN,325.98,2262.4,85059,251
ORD,PHX,F9,353.39,2262.4,79908,304
ORD,PHX,DL,395.38,2262.4,93364,407
ORD,PHX,UA,332.5,2262.4,86864,76
ORD,IAH,AS,330.79,2374.72,4369,91
ORD,IAH,B6,228.87,2374.72,30869,64
ORD,IAH,NK,341.88,2374.72,65961,253
ORD,MCO,WN,235.5,2289.01,115942,466
ORD,MCO,NK,312.73,2289.01,50842,225
ORD,MCO,AS,220.62,2289.01,8937,138
ORD,EWR,AA,270.57,2417.0,100554,333
ORD,MSP,UA,183.85,1102.9,49996,336
ORD,DTW,WN,220.29,1997.12,97775,426
ORD,DTW,DL,301.13,1997.12,69775,108
ORD,DTW,UA,272.8,1997.12,11774,332
ORD,DTW,F9,212.06,1997.12,88142,27
ORD,DTW,B6,217.6,1997.12,106669,12
ORD,PHL,NK,352.03,2461.23,89938,476
ORD,PHL,B6,338.77,2461.23,95957,264
ORD,PHL,F9,367.51,2461.23,25421,302
ORD,LGA,AS,345.86,2433.55,58024,202
ORD,LGA,UA,285.02,2433.55,115053,50
ORD,LGA,B6,406.39,2433.55,17171,162
ORD,LGA,F9,293.05,2433.55,13726,128
ORD,CLT,AS,196.73,356.36,38497,138
DFW,ATL,AS,154.18,486.94,112330,322
DFW,ATL,AA,139.22,486.94,66042,326
DFW,ATL,DL,156.23,486.94,7924,466
DFW,ATL,UA,158.91,486.94,15032,489
DFW,LAX,AA,224.49,1353.51,116895,81
DFW,LAX,F9,203.83,1353.51,27269,385
DFW,LAX,UA,239.62,1353.51,43702,349
DFW,ORD,WN,326.26,1533.89,74405,369
DFW,DEN,AS,448.24,2752.64,78900,485
DFW,JFK,F9,267.82,2666.5,5971,264
DFW,SFO,WN,179.78,1058.55,30352,38
DFW,SFO,AS,263.18,1058.55,3954,425
DFW,SFO,UA,236.63,1058.55,26212,450
DFW,SFO,F9,253.01,1058.55,50227,387
DFW,SFO,B6,238.66,1058.55,2871,36
DFW,MIA,NK,289.65,2053.34,15649,469
DFW,MIA,AS,367.06,2053.34,81194,198
DFW,MIA,DL,254.93,2053.34,46609,233
DFW,MIA,WN,261.26,2053.34,8092,57
DFW,SEA,AA,278.69,2777.35,94849,39
DFW,SEA,DL,249.58,2777.35,10541,234
DFW,SEA,WN,283.62,2777.35,24170,170
DFW,SEA,B6,331.8,2777.35,46331,465
DFW,SEA,F9,391.4,2777.35,32513,76
DFW,BOS,NK,187.12,490.94,27482,386
DFW,BOS,WN,174.79,490.94,107117,478
DFW,BOS,AS,162.59,490.94,113059,375
DFW,BOS,AA,227.0,490.94,40177,409
DFW,BOS,B6,169.05,490.94,72773,344
DFW,LAS,B6,271.86,2044.43,7577,220
DFW,LAS,UA,356.2,2044.43,92971,258
DFW,PHX,DL,366.75,2403.56,40468,117
DFW,PHX,F9,308.89,2403.56,16588,427
DFW,PHX,NK,272.8,2403.56,103776,130
DFW,IAH,F9,287.21,2390.81,77601,433
DFW,IAH,AA,240.24,2390.81,11574,447
DFW,IAH,NK,287.17,2390.81,80420,19
DFW,IAH,WN,286.98,2390.81,113585,237
DFW,MCO,WN,149.15,814.33,57003,348
DFW,EWR,AA,460.96,2643.06,99390,482
DFW,EWR,B6,463.6,2643.06,109048,424
DFW,EWR,UA,405.09,2643.06,99238,397
DFW,MSP,AS,300.32,2114.47,113974,383
DFW,DTW,DL,271.05,1683.24,89362,490
DFW,PHL,F9,191.71,706.37,98231,131
DFW,PHL,WN,185.43,706.37,17784,153
DFW,PHL,B6,168.79,706.37,105303,150
DFW,PHL,AS,192.17,706.37,11711,404
DFW,PHL,UA,140.19,706.37,71646,302
DFW,LGA,AA,192.84,971.87,86094,321
DFW,LGA,B6,137.96,971.87,2117,301
DFW,LGA,UA,153.69,971.87,87109,145
DFW,LGA,AS,142.32,971.87,111595,246
DFW,CLT,F9,85.63,322.18,47518,442
DEN,ATL,WN,247.84,991.11,41660,235
DEN,ATL,F9,180.35,991.11,24067,412
DEN,ATL,AA,180.5,991.11,36694,263
DEN,ATL,B6,177.38,991.11,17175,99
DEN,ATL,AS,239.87,991.11,19754,345
DEN,LAX,WN,111.88,586.12,90211,235
DEN,ORD,AS,307.39,2679.26,34243,442
DEN,ORD,AA,465.89,2679.26,112892,286
DEN,ORD,B6,312.84,2679.26,94651,130
DEN,ORD,DL,325.09,2679.26,46339,269
DEN,ORD,NK,325.86,2679.26,58671,49
DEN,DFW,WN,282.19,1725.91,89762,338
DEN,DFW,UA,346.56,1725.91,56398,83
DEN,JFK,AS,307.17,1817.42,53995,201
DEN,SFO,B6,233.66,1220.75,20169,23
DEN,SFO,F9,205.49,1220.75,14424,423
DEN,SFO,AA,196.35,1220.75,41539,409
DEN,SFO,DL,196.11,1220.75,97761,307
DEN,MIA,WN,176.84,381.5,50450,342
DEN,MIA,F9,191.25,381.5,10781,500
DEN,MIA,B6,162.08,381.5,29936,304
DEN,SEA,NK,278.52,1817.76,68701,147
DEN,SEA,B6,332.42,1817.76,26062,160
DEN,SEA,AS,251.64,1817.76,119915,134
DEN,SEA,AA,323.1,1817.76,105227,195
DEN,SEA,F9,280.54,1817.76,30763,393
DEN,BOS,WN,258.29,1412.52,54229,190
DEN,LAS,DL,261.86,1422.42,75124,74
DEN,LAS,UA,198.99,1422.42,70966,475
DEN,LAS,AS,245.28,1422.42,53927,350
DEN,LAS,WN,237.88,1422.42,18606,417
DEN,LAS,F9,209.41,1422.42,38102,70
DEN,PHX,NK,272.48,1352.56,75999,461
DEN,IAH,UA,108.06,338.78,35021,374
DEN,IAH,WN,107.02,338.78,62085,74
DEN,MCO,NK,84.37,359.83,10070,453
DEN,EWR,NK,219.64,2042.32,38955,469
DEN,EWR,WN,319.21,2042.32,108597,312
DEN,EWR,UA,283.22,2042.32,80291,379
DEN,EWR,DL,213.85,2042.32,6429,481
DEN,EWR,F9,325.8,2042.32,47025,476
DEN,MSP,F9,276.87,2194.15,96633,402
DEN,MSP,AS,390.64,2194.15,77774,489
DEN,MSP,WN,261.39,2194.15,67264,468
DEN,MSP,UA,340.53,2194.15,1520,199
DEN,DTW,NK,207.34,1571.67,101819,162
DEN,DTW,UA,237.18,1571.67,65156,298
DEN,DTW,WN,305.14,1571.67,68353,306
DEN,DTW,DL,298.64,1571.67,67114,228
DEN,PHL,AS,402.18,2193.25,5996,386
DEN,PHL,WN,431.37,2193.25,116155,117
DEN,PHL,UA,353.06,2193.25,56931,304
DEN,LGA,AS,117.0,596.38,58029,96
DEN,LGA,AA,162.92,596.38,38311,142
DEN,LGA,UA,151.0,596.38,79951,483
DEN,LGA,F9,145.41,596.38,30866,82
DEN,LGA,DL,115.93,596.38,13079,439
DEN,CLT,UA,151.09,316.66,3878,154
DEN,CLT,AA,155.46,316.66,75363,237
DEN,CLT,B6,132.42,316.66,68774,242
DEN,CLT,NK,193.16,316.66,39158,376
DEN,CLT,DL,193.25,316.66,93079,71
JFK,ATL,NK,409.38,2461.26,96396,191
JFK,ATL,WN,302.98,2461.26,105834,416
JFK,ATL,UA,419.96,2461.26,29655,177
JFK,ATL,AA,380.21,2461.26,21042,151
JFK,LAX,DL,356.07,2530.68,13664,416
JFK,LAX,AS,269.62,2530.68,68827,440
JFK,LAX,NK,317.93,2530.68,73660,459
JFK,LAX,UA,229.98,2530.68,82561,334
JFK,ORD,WN,161.02,642.19,29363,145
JFK,DFW,UA,133.79,1006.5,115301,274
JFK,DFW,WN,184.07,1006.5,112849,119
JFK,DFW,DL,161.18,1006.5,919,261
JFK,DFW,NK,175.19,1006.5,73603,373
JFK,DEN,AA,313.39,2019.95,83209,336
JFK,DEN,WN,299.09,2019.95,46205,346
JFK,SFO,B6,162.48,879.73,64077,332
JFK,SFO,NK,170.85,879.73,51907,288
JFK,MIA,B6,353.27,2707.3,100630,238
JFK,MIA,AA,345.81,2707.3,43150,227
JFK,MIA,DL,332.48,2707.3,15680,499
JFK,MIA,NK,423.15,2707.3,42299,187
JFK,SEA,UA,259.14,1802.65,4296,269
JFK,SEA,NK,341.21,1802.65,28694,410
JFK,SEA,WN,227.6,1802.65,54109,405
JFK,SEA,AS,255.12,1802.65,42861,172
JFK,BOS,NK,259.45,1296.7,35668,122
JFK,BOS,F9,278.21,1296.7,45043,33
JFK,BOS,WN,254.74,1296.7,40937,123
JFK,BOS,AS,307.99,1296.7,75539,284
JFK,LAS,DL,183.09,1826.88,71248,379
JFK,LAS,B6,271.53,1826.88,3267,56
JFK,PHX,AS,93.9,458.66,28085,111
JFK,PHX,NK,116.68,458.66,21077,212
JFK,PHX,B6,110.92,458.66,113185,158
JFK,IAH,AS,279.12,1333.49,33098,28
JFK,IAH,UA,178.02,1333.49,111319,491
JFK,MCO,DL,155.59,692.36,30647,362
JFK,MCO,B6,113.91,692.36,32915,393
JFK,MCO,WN,168.24,692.36,16706,203
JFK,MCO,AS,139.5,692.36,86388,428
JFK,MCO,AA,172.68,692.36,97562,451
JFK,EWR,DL,185.0,484.73,100427,20
JFK,MSP,UA,135.86,538.89,51765,320
JFK,DTW,AS,244.69,2158.71,60649,145
JFK,DTW,WN,295.39,2158.71,86489,202
JFK,DTW,B6,275.49,2158.71,38673,123
JFK,PHL,B6,262.32,1566.48,65647,497
JFK,PHL,WN,266.28,1566.48,49355,375
JFK,PHL,UA,231.29,1566.48,14695,305
JFK,PHL,F9,225.1,1566.48,3762,128
JFK,LGA,AS,280.47,1907.05,106626,52
JFK,LGA,WN,271.79,1907.05,13002,116
JFK,LGA,B6,319.74,1907.05,113854,313
JFK,LGA,AA,211.79,1907.05,33263,216
JFK,CLT,F9,128.71,447.33,54483,182
JFK,CLT,B6,117.88,447.33,109856,174
JFK,CLT,AS,145.8,447.33,90808,218
JFK,CLT,NK,108.11,447.33,114719,363
JFK,CLT,DL,158.57,447.33,27923,416
SFO,ATL,F9,229.72,1104.59,67927,388
SFO,ATL,UA,179.25,1104.59,96584,63
SFO,ATL,AS,245.11,1104.59,56297,202
SFO,ATL,DL,251.26,1104.59,17183,92
SFO,LAX,DL,137.98,397.65,22876,278
SFO,LAX,F9,107.84,397.65,64357,457
SFO,LAX,NK,125.09,397.65,72207,14
SFO,LAX,WN,106.46,397.65,39395,160
SFO,LAX,AA,156.32,397.65,94864,356
SFO,ORD,AS,232.28,1709.53,38536,114
SFO,ORD,B6,242.2,1709.53,105726,375
SFO,ORD,UA,231.85,1709.53,49160,138
SFO,DFW,F9,143.52,710.6,62611,223
SFO,DFW,DL,156.05,710.6,23991,44
SFO,DFW,UA,170.45,710.6,1234,106
SFO,DFW,NK,204.53,710.6,26618,285
SFO,DEN,AS,219.76,1471.74,46434,462
SFO,DEN,AA,191.13,1471.74,30126,17
SFO,DEN,NK,184.21,1471.74,25749,430
SFO,DEN,B6,242.54,1471.74,119973,309
SFO,JFK,AS,381.52,2635.77,84595,49
SFO,JFK,B6,295.91,2635.77,78178,384
SFO,JFK,WN,317.45,2635.77,28869,144
SFO,MIA,DL,243.37,1125.4,78116,423
SFO,MIA,F9,272.79,1125.4,97134,352
SFO,MIA,B6,228.87,1125.4,119674,96
SFO,MIA,AS,263.08,1125.4,850,120
SFO,MIA,WN,279.22,1125.4,12471,324
SFO,SEA,UA,229.63,1488.66,10695,36
SFO,SEA,DL,194.28,1488.66,18453,235
SFO,BOS,F9,266.61,2200.02,52043,207
SFO,BOS,UA,279.71,2200.02,93068,169
SFO,BOS,NK,286.12,2200.02,110423,281
SFO,BOS,B6,334.84,2200.02,10749,441
SFO,LAS,UA,334.7,2384.01,110584,236
SFO,LAS,AS,377.06,2384.01,64737,138
SFO,PHX,NK,235.63,1930.23,114026,248
SFO,IAH,NK,290.2,1699.49,25532,101
SFO,IAH,DL,379.93,1699.49,98493,110
SFO,IAH,B6,287.05,1699.49,58444,109
SFO,MCO,B6,244.87,1121.13,33760,16
SFO,EWR,B6,237.4,1295.74,92809,330
SFO,EWR,AA,329.4,1295.74,8000,431
SFO,EWR,AS,315.57,1295.74,4488,484
SFO,EWR,UA,332.75,1295.74,62209,333
SFO,EWR,WN,267.8,1295.74,60069,252
SFO,MSP,DL,217.92,2064.1,112034,224
SFO,MSP,AA,307.79,2064.1,109822,38
SFO,MSP,UA,281.58,2064.1,58614,41
SFO,MSP,NK,213.62,2064.1,41687,288
SFO,MSP,F9,325.11,2064.1,36869,109
SFO,DTW,AA,353.01,2564.31,48505,491
SFO,DTW,UA,334.13,2564.31,87596,438
SFO,DTW,AS,378.58,2564.31,88019,43
SFO,DTW,NK,404.5,2564.31,25789,266
SFO,DTW,DL,388.48,2564.31,19834,52
SFO,PHL,F9,157.6,988.81,66752,335
SFO,PHL,AA,191.55,988.81,98388,491
SFO,LGA,B6,175.8,984.41,45254,438
SFO,CLT,F9,209.03,520.4,24420,105
MIA,ATL,AA,282.31,2271.84,49590,459
MIA,ATL,NK,348.48,2271.84,95432,167
MIA,ATL,DL,312.53,2271.84,110247,492
MIA,LAX,UA,143.3,433.34,23831,299
MIA,LAX,F9,153.6,433.34,41858,437
MIA,ORD,B6,146.23,742.78,91930,57
MIA,ORD,DL,140.18,742.78,64710,196
MIA,DFW,F9,269.79,2017.6,109908,89
MIA,DFW,NK,267.76,2017.6,71010,369
MIA,DFW,AS,240.37,2017.6,57366,425
MIA,DEN,WN,412.48,2721.23,97903,56
MIA,DEN,UA,408.89,2721.23,67775,142
MIA,DEN,AS,356.22,2721.23,29107,26
MIA,JFK,UA,222.84,1488.02,42835,203
MIA,SFO,AA,283.63,2473.32,55734,182
MIA,SFO,UA,342.04,2473.32,85419,105
MIA,SFO,AS,260.5,2473.32,47424,249
MIA,SFO,F9,244.09,2473.32,72167,21
MIA,SFO,NK,329.23,2473.32,58041,243
MIA,SEA,NK,174.33,931.44,44786,215
MIA,SEA,AS,137.29,931.44,39844,485
MIA,SEA,WN,153.55,931.44,115506,488
MIA,SEA,F9,211.52,931.44,118578,65
MIA,SEA,DL,169.59,931.44,55679,147
MIA,BOS,NK,463.21,2605.88,91939,111
MIA,BOS,B6,428.42,2605.88,74947,76
MIA,BOS,AA,352.15,2605.88,87454,37
MIA,BOS,DL,347.8,2605.88,12348,402
MIA,BOS,F9,437.46,2605.88,19041,244
MIA,LAS,UA,115.59,801.02,40808,130
MIA,LAS,WN,124.05,801.02,112928,56
MIA,LAS,AA,126.9,801.02,95413,360
MIA,LAS,DL,168.23,801.02,73290,201
MIA,PHX,F9,139.31,698.32,72567,367
MIA,IAH,F9,240.3,1240.73,32316,59
MIA,IAH,AS,175.77,1240.73,51300,400
MIA,MCO,NK,205.17,1117.78,88940,227
MIA,MCO,F9,175.55,1117.78,78741,46
MIA,EWR,F9,328.76,2725.56,116575,403
MIA,EWR,AS,293.13,2725.56,31322,184
MIA,EWR,NK,360.72,2725.56,66226,322
MIA,MSP,NK,196.9,1549.87,40075,183
MIA,MSP,AA,218.05,1549.87,50840,227
MIA,MSP,AS,182.34,1549.87,20258,208
MIA,MSP,DL,234.22,1549.87,89009,27
MIA,MSP,B6,247.5,1549.87,34712,225
MIA,DTW,UA,367.68,2005.85,61438,187
MIA,DTW,WN,356.44,2005.85,90423,345
MIA,PHL,AA,194.09,1736.71,60097,344
MIA,PHL,DL,241.07,1736.71,88343,404
MIA,PHL,UA,229.18,1736.71,7644,142
MIA,PHL,NK,269.06,1736.71,97763,319
MIA,LGA,AS,422.71,2410.42,15137,227
MIA,LGA,NK,418.12,2410.42,70192,455
MIA,LGA,WN,297.7,2410.42,88936,13
MIA,LGA,UA,451.54,2410.42,44686,372
MIA,CLT,B6,186.51,1387.22,5722,260
MIA,CLT,DL,213.11,1387.22,60825,465
MIA,CLT,F9,247.71,1387.22,79055,139
MIA,CLT,AS,209.9,1387.22,56297,161
MIA,CLT,WN,262.09,1387.22,101010,287
SEA,ATL,UA,235.95,1342.65,39517,315
SEA,ATL,F9,206.54,1342.65,15138,28
SEA,ATL,NK,246.79,1342.65,70134,137
SEA,LAX,DL,171.34,536.43,83458,467
SEA,LAX,B6,159.22,536.43,36504,244
SEA,ORD,WN,100.91,401.6,5518,380
SEA,ORD,NK,139.37,401.6,84099,61
SEA,ORD,AS,122.04,401.6,50558,381
SEA,ORD,B6,111.94,401.6,10823,336
SEA,ORD,F9,109.88,401.6,98707,215
SEA,DFW,UA,367.74,2675.9,86076,50
SEA,DEN,DL,174.35,952.44,67876,416
SEA,DEN,NK,186.99,952.44,32449,35
SEA,DEN,F9,177.14,952.44,49551,120
SEA,DEN,B6,206.65,952.44,100208,150
SEA,JFK,B6,251.59,1978.6,119742,155
SEA,JFK,F9,226.71,1978.6,36240,116
SEA,SFO,NK,274.45,1943.03,61113,335
SEA,MIA,DL,121.94,345.18,8852,382
SEA,MIA,F9,121.82,345.18,93827,245
SEA,MIA,NK,111.43,345.18,77559,314
SEA,BOS,NK,133.83,331.42,45898,87
SEA,BOS,WN,135.58,331.42,61048,265
SEA,BOS,B6,117.79,331.42,28108,97
SEA,LAS,B6,454.39,2719.31,74074,52
SEA,LAS,WN,412.74,2719.31,27704,281
SEA,LAS,AA,334.69,2719.31,48890,394
SEA,LAS,F9,360.61,2719.31,41831,249
SEA,PHX,UA,251.78,1862.16,46588,222
SEA,IAH,B6,243.32,1691.1,31265,285
SEA,MCO,NK,274.2,2672.05,52371,66
SEA,MCO,B6,284.91,2672.05,75308,452
SEA,EWR,NK,295.72,1321.29,55311,152
SEA,EWR,B6,280.35,1321.29,42364,332
SEA,MSP,AS,292.56,1555.76,30004,263
SEA,DTW,B6,241.2,2609.78,38302,434
SEA,DTW,NK,355.46,2609.78,44285,345
SEA,DTW,WN,343.49,2609.78,23079,60
SEA,DTW,DL,327.97,2609.78,50746,224
SEA,PHL,NK,240.54,1847.19,81754,51
SEA,PHL,DL,248.23,1847.19,79086,219
SEA,PHL,AS,220.14,1847.19,3492,137
SEA,PHL,AA,248.08,1847.19,22318,251
SEA,LGA,AS,153.54,356.8,104031,292
SEA,CLT,WN,331.38,2107.65,62388,481
SEA,CLT,NK,251.13,2107.65,26686,160
SEA,CLT,DL,325.81,2107.65,8995,115
SEA,CLT,F9,269.22,2107.65,76207,135
SEA,CLT,UA,287.77,2107.65,90110,133
BOS,ATL,F9,283.55,1903.45,110322,481
BOS,ATL,B6,258.3,1903.45,119628,246
BOS,LAX,AA,378.47,2171.52,53760,250
BOS,ORD,DL,385.15,2508.39,94320,341
BOS,ORD,NK,375.13,2508.39,70514,234
BOS,ORD,WN,393.44,2508.39,63520,40
BOS,ORD,UA,390.83,2508.39,38899,434
BOS,DFW,AS,281.58,1298.57,82979,229
BOS,DEN,DL,145.47,664.96,108664,415
BOS,JFK,UA,274.6,1216.16,19105,417
BOS,SFO,WN,263.38,1905.09,118359,395
BOS,SFO,UA,268.84,1905.09,32577,185
BOS,SFO,AA,261.11,1905.09,39204,179
BOS,SFO,NK,233.87,1905.09,103702,142
BOS,MIA,B6,193.87,1604.45,115865,195
BOS,MIA,F9,186.03,1604.45,94059,493
BOS,MIA,AA,172.96,1604.45,94326,334
BOS,MIA,DL,204.14,1604.45,40443,235
BOS,MIA,NK,186.39,1604.45,88747,390
BOS,SEA,UA,162.1,1030.83,83961,445
BOS,SEA,B6,193.6,1030.83,28242,85
BOS,LAS,AA,297.67,1492.44,45616,310
BOS,LAS,UA,278.73,1492.44,112253,277
BOS,LAS,NK,262.4,1492.44,49568,484
BOS,LAS,B6,298.27,1492.44,64102,455
BOS,LAS,WN,276.2,1492.44,69343,257
BOS,PHX,AA,137.27,862.06,20172,408
BOS,PHX,AS,174.61,862.06,96020,342
BOS,PHX,F9,142.99,862.06,26313,245
BOS,PHX,UA,183.63,862.06,75133,474
BOS,IAH,WN,276.32,2153.44,4804,60
BOS,MCO,DL,456.9,2704.14,70981,418
BOS,MCO,UA,378.18,2704.14,7836,277
BOS,MCO,B6,340.87,2704.14,33002,418
BOS,EWR,WN,352.36,2024.09,5773,146
BOS,EWR,DL,256.48,2024.09,72848,390
BOS,MSP,DL,184.44,1606.39,30330,399
BOS,MSP,F9,207.78,1606.39,76688,60
BOS,DTW,AA,201.66,1495.75,62894,287
BOS,DTW,UA,203.63,1495.75,77750,259
BOS,DTW,AS,243.39,1495.75,39816,307
BOS,DTW,F9,276.13,1495.75,56828,67
BOS,DTW,DL,278.97,1495.75,94869,408
BOS,PHL,F9,178.17,929.37,35986,100
BOS,PHL,AA,179.42,929.37,43575,273
BOS,LGA,B6,165.94,922.56,74066,330
BOS,LGA,UA,135.04,922.56,58177,397
BOS,LGA,F9,164.72,922.56,24378,173
BOS,CLT,F9,389.74,2201.09,12895,236
BOS,CLT,WN,345.38,2201.09,45383,285
BOS,CLT,DL,275.12,2201.09,108314,408
BOS,CLT,AS,364.67,2201.09,14749,119
BOS,CLT,AA,324.37,2201.09,40765,173
LAS,ATL,F9,196.56,1727.52,20998,212
LAS,ATL,AA,194.36,1727.52,103497,90
LAS,ATL,AS,248.2,1727.52,80470,176
LAS,ATL,UA,283.14,1727.52,68194,344
LAS,ATL,DL,262.03,1727.52,78517,409
LAS,LAX,WN,316.13,2635.82,49100,180
